date,soc_start_kwh,soc_end_kwh,initial_contract_kwh,final_contract_kwh,settlement_cost,emergency_kwh,emergency_cost,charge_kwh,discharge_kwh,curtailment_kwh,grid_spill_kwh,total_cost,mean_lp_objective,block_0_charge_kwh,block_0_discharge_kwh,block_1_charge_kwh,block_1_discharge_kwh,block_2_charge_kwh,block_2_discharge_kwh,block_3_charge_kwh,block_3_discharge_kwh,block_4_charge_kwh,block_4_discharge_kwh,block_5_charge_kwh,block_5_discharge_kwh
2025-02-01,10800.0,10800.0,54004.80708204655,54004.80708204655,25304.389275383408,0.0,0.0,16133.592838764826,13068.210199399513,10866.649794540563,5517.965031474007,25304.389275383408,26873.51943999528,15.053716019224188,12.193509975571999,0.0,5051.57955,6910.16545,677.7272833333333,198.1505788065806,28.429149999999936,0.0,4885.2455,9010.223093939017,2413.0352060906052
2025-02-02,10800.0,10800.0,101935.81674202898,101935.81674202898,75555.69193298761,0.0,0.0,18910.764874001983,15317.719547941606,11245.064981507174,8786.87988446143,75555.69193298761,80852.81042815413,59.44705049777931,48.15211090320122,1.4212693969238899,18.660623912820483,5011.258098271074,5453.450523049953,3925.7918631502403,1768.0505500000002,0.0,7315.051890075632,9912.846592685966,714.35385
2025-02-03,10800.0,10800.0,98621.28521387992,98621.28521387992,74705.78381608098,0.0,0.0,17133.42347710201,13878.073016452625,7540.919159273231,7605.209210623974,74705.78381608098,76915.92196529054,62.287579983499164,50.452939786633465,0.0,464.81222956997647,3056.8792984086267,5412.821859788196,4199.459083515043,0.0,0.0,7238.3320039744885,9814.797515194843,711.6539833333333
2025-02-04,10800.0,10800.0,101162.43625169166,101162.43625169166,76728.63674412831,0.0,0.0,17188.52483629102,13922.70511739573,8721.26428537271,7945.015597423656,76728.63674412831,78864.95447427461,0.0,0.0,5.871658758607509,177.471169099701,4484.989373035592,5909.916056514769,3024.4318393347735,0.0,0.0,7131.456341781259,9673.231965162047,703.86155
2025-02-05,10800.0,10800.0,97930.48876071608,97930.48876071608,73909.95673443818,0.0,0.0,20617.848957820665,16700.457655834747,6410.609155488399,6862.64973657509,73909.95673443818,74503.45937749653,0.0,0.0,0.9276561997446858,544.0180476773403,3564.526448451752,6123.452904361466,7050.637934902583,1931.5635999999997,0.0,7387.836087129275,10001.756918266592,713.5870166666667
2025-02-06,10800.0,10800.0,99265.39228992244,99265.39228992244,75842.3793599456,0.0,0.0,18913.80123792575,15320.179002719866,5685.901974864149,9911.546563185735,75842.3793599456,76130.45831451518,10.13237081274599,11.724496747771695,4.518065975310795,34.58358896937557,4806.8175908252815,5452.831953214101,4618.219683082816,2147.0070067326374,0.0,6959.948190389308,9474.113527229601,714.0837666666666
2025-02-07,10800.0,10800.0,53838.327898469055,53838.327898469055,24711.21358179664,0.0,0.0,16983.362281158323,13756.523447738244,13748.251247837035,5053.51735054527,24711.21358179664,26501.31388844707,37.589861060468635,30.447787458978155,0.0,4768.203399999999,6558.9967000000015,1115.3134500000003,704.6043493827084,0.0,0.0,4954.249816666666,9682.171370715145,2888.3089936125984
2025-02-08,10800.0,10800.0,48305.45349528642,48305.45349528642,22125.984569184424,0.0,0.0,15981.00032261019,12944.610261314263,9805.54958090424,3707.78900308625,22125.984569184424,21828.404468938425,47.4710838734775,38.45157793751565,5.264376938385055,4901.122959230304,6510.763124168983,376.8593166666667,0.0,0.0,0.0,4940.1019,9417.501737629347,2688.074507479773
2025-02-09,10800.0,10507.091316489523,92186.85985157981,92186.85985157981,69009.03803763268,588.8700915435303,3763.1743200089304,17560.330672978595,14223.867845112663,2042.8574497671734,7846.582098823572,72772.2123576416,65208.05034352829,0.43429126725742306,0.3517759264786946,42.92684849116217,803.404064758392,1390.06695710984,5961.096956178881,3826.6078447363925,71.19794766297173,1633.6280647072786,7382.365599082099,10341.212573877248,5.451501503842951
2025-02-10,10507.091316489523,10800.0,95052.40189259578,95052.40189259578,69350.07498316134,0.0,0.0,15600.130949621427,12636.106069193356,10226.784094170596,7529.358734663767,69350.07498316134,69372.07847536361,325.4540927894191,0.0,10.049777133699536,486.23625726156183,4478.683992946801,4260.9980002205775,1372.0492638480655,0.0,0.0,7293.815488643221,9739.34791569286,595.0563230679957
