date,soc_start_kwh,soc_end_kwh,initial_contract_kwh,final_contract_kwh,settlement_cost,emergency_kwh,emergency_cost,charge_kwh,discharge_kwh,curtailment_kwh,grid_spill_kwh,total_cost,mean_lp_objective,block_0_charge_kwh,block_0_discharge_kwh,block_1_charge_kwh,block_1_discharge_kwh,block_2_charge_kwh,block_2_discharge_kwh,block_3_charge_kwh,block_3_discharge_kwh,block_4_charge_kwh,block_4_discharge_kwh,block_5_charge_kwh,block_5_discharge_kwh
2025-10-10,9865.38257770487,9555.708276010766,30316.372955625564,30906.36508797414,14340.723943915678,439.2687979197463,1571.5541037597375,20752.570052418276,17141.848352614343,18325.274816145607,63.317953277667584,15912.278047675416,3313.4956006753637,855.7583615334258,2606.4570235162587,105.53206614560679,5885.551569260206,10561.134600521058,0.0,0.0,49.79291666666654,5.323082753474807,5912.473981014427,9290.94507557686,2687.5728621567855
2025-10-11,9555.708276010766,9243.980277912831,31287.45773686854,31437.069603191958,14522.174469712285,151.33891425421712,605.5610677704633,20384.069615928885,16869.114995147644,13624.178564679758,217.89228198517196,15127.735537482748,3337.8320999835614,830.7628583231985,298.4771935548934,41.85104353120266,7864.185805466261,10587.294185320245,0.0,0.0,15.181666666666729,44.149959729293755,5964.702775834797,8975.645406009027,2726.5675536250274
2025-10-12,9243.980277912831,8864.22299706392,59943.11380733359,62328.324993750895,42786.745503248334,347.85070223953505,2240.3912925898535,21235.686993004878,17416.787298558742,242.81778346938927,75.6993014082384,45027.13679583819,9799.71998593232,1766.6509015310196,165.4876546650372,75.5226838874429,6480.327129600502,6842.529000068029,2085.928070044968,3809.3371547857514,346.10969845562965,0.0,8281.901886975931,8586.214266881729,57.03285881667284
2025-10-13,8864.22299706392,9062.361670761207,63079.72243777678,60571.390356273594,43288.627220387454,624.2558849495922,3194.821047132315,21147.022223727898,16995.166529459693,0.0,54.40409695497986,46483.44826751977,10285.64719220766,2290.0809739126275,112.76628622675537,0.0,6921.000945417655,5988.633322942397,1718.9990545823425,4153.38173625443,378.9368885908724,12.32885470452004,7846.081681669215,8757.416267478935,17.381672972851746
2025-10-14,9062.361670761207,8985.363726083988,66745.46897678137,64632.76392983976,47401.07082435305,878.7326538456134,4674.075630252829,21391.073040279112,17398.480131133994,582.2372193271314,124.66130521313451,52075.146454605885,11113.640939395631,2047.8577480532576,212.5728802752576,62.23950267702321,6525.532082835474,3270.61955,2047.1993136658793,7307.25858994574,180.5742499999999,47.399094079802694,8204.89654870945,8658.677343546036,227.70505564793908
2025-10-15,8985.363726083988,9018.34343550578,69186.9673594738,65217.17046400545,47384.51881074952,803.99054789991,4219.060954379783,21594.257780425367,17476.239043343543,0.5939081568795928,0.0,51603.5797651293,11035.564417655618,2072.598820229812,158.71638213239942,48.29231132391533,6687.346103114534,5421.431550681722,1878.6866847871752,5323.411738211749,172.09120205951808,59.46519667372729,8353.864594783472,8687.048261673091,225.5340764664415
2025-10-16,9018.34343550578,9117.322078636762,64060.37392310094,67112.14832789236,48407.25528065749,217.0701360661587,1097.8694862754978,21596.389847859267,17337.484437354735,173.93015146136636,81.64468532594105,49505.12476693299,11186.201046937076,1874.0059381890069,293.7341900356547,0.0,5529.126773059914,5323.619427914587,2731.5929387927245,5422.375542166403,297.25488591229487,26.397571925479497,8428.383073112947,8867.879564462086,57.39257644120412
2025-10-17,9117.322078636762,9080.228159761991,29713.78893009223,30768.45056451531,14237.995244292515,888.567647211903,3487.4212547076595,20255.570499477217,16552.499604663175,11933.57339739643,48.51003618340792,17725.416499000174,3406.0012281666422,911.9300924620418,603.0112299023128,85.87880534144773,7278.47878170049,10602.067819270234,0.0,0.0,60.36041666666665,38.28344822268025,6255.233776416789,8755.809066402211,2355.4153999769173
2025-10-18,9080.228159761991,8917.85065194968,31578.061831742845,31865.076412121074,15742.439996521194,141.07919721907967,510.523132937365,19750.581919960394,16244.542049893433,12061.329233333334,189.61267260652608,16252.96312945856,3632.1958885168847,741.8993671301644,2995.465758184952,37.325214472770256,4727.911496699215,10666.666666666668,0.0,0.0,83.24848333333324,14.078574013853256,5570.898564574474,8414.60090964538,2867.0177471014604
2025-10-19,8917.85065194968,8991.242304292451,66522.03525924946,67414.97493029851,49426.2846845536,599.1864022019789,3114.18031109509,20933.260358441614,16841.026042607788,0.0,0.0,52540.46499564869,11023.166338797608,1990.6538950797512,264.5232300256542,27.88692844240859,6187.940883459518,5600.4851241608385,2128.6195403224847,4536.369116982651,315.48818516881204,38.208852373068794,7886.884939056896,8679.33253940114,57.56926457442019
2025-10-20,8991.242304292451,8807.944629875525,71779.55249667863,68786.65134869717,48711.403896796255,9.856366389482488,48.06075973722785,21572.023816103054,17531.27783293382,309.58216053741876,37.516138046672324,48759.464656533484,11309.20472521413,1887.3229255781825,192.21733342400557,389.79511952950776,4857.406923365914,4825.509935033051,3806.959433610517,5836.528443651342,46.22857368863515,32.26875781925264,8206.784971080995,8468.463615868404,421.680597763759
2025-10-21,8807.944629875525,9167.505818527205,71266.42092657133,71184.99784306473,50851.447988786815,186.23875395392523,963.5875592289256,21538.488373883225,17221.158519406472,402.4133105669032,172.2746986416661,51815.03554801574,11552.232327087682,2290.8730594647654,62.75734505443086,27.52823898976501,5315.065727535633,4283.136078320125,3347.232146046075,6399.98210264804,13.325726584212816,10.891424940263239,8032.580567056368,8647.79105760369,450.1970071297503
