date,method,mae,rmse,spearman,high_price_precision,high_price_recall
2025-03-30,fixed,0.033031250000000005,0.043711674483038414,0.9691350396145089,0.9655172413793104,0.9655172413793104
2025-03-31,fixed,0.03647500000000001,0.04694848979940084,0.9434717911801335,0.896551724137931,0.896551724137931
2025-04-01,fixed,0.04472708333333334,0.054681281709964016,0.9599948556950885,0.8620689655172413,0.8620689655172413
2025-04-02,fixed,0.04184513888888889,0.05194111984310269,0.9671818027573871,0.9310344827586207,0.9310344827586207
2025-04-03,fixed,0.03738611111111111,0.04735566961245976,0.937283476292864,0.9310344827586207,0.9310344827586207
2025-04-04,fixed,0.20669444444444446,0.2302872382120497,0.8807849938096961,0.7586206896551724,0.7586206896551724
2025-04-05,fixed,0.19066875000000003,0.21056502245281752,0.8901262973938276,0.8620689655172413,0.8620689655172413
2025-04-06,fixed,0.036136805555555554,0.049391094423320216,0.9519206809969697,0.896551724137931,0.896551724137931
2025-04-07,fixed,0.03463402777777777,0.053731220879691746,0.9484853874089696,0.9310344827586207,0.9310344827586207
2025-04-08,fixed,0.03968958333333334,0.04986248380964057,0.9404784631382033,0.896551724137931,0.896551724137931
2025-04-09,fixed,0.035937500000000004,0.04432817169200141,0.9588142325176181,0.896551724137931,0.896551724137931
2025-04-10,fixed,0.04025624999999999,0.05024167495991527,0.9280086971341975,0.896551724137931,0.896551724137931
2025-04-11,fixed,0.21471874999999999,0.24423304373646448,0.8745477362557373,0.8620689655172413,0.8620689655172413
2025-04-12,fixed,0.20300902777777777,0.22413971228900958,0.892884665837393,0.8275862068965517,0.8275862068965517
2025-04-13,fixed,0.04029375000000001,0.052772822208868926,0.9498065347200549,0.9310344827586207,0.9310344827586207
2025-04-14,fixed,0.03744027777777778,0.049679738212765265,0.9636611536075131,0.896551724137931,0.896551724137931
2025-04-15,fixed,0.045610416666666674,0.060533210008134296,0.9268048601955047,0.8275862068965517,0.8275862068965517
2025-04-16,fixed,0.032970833333333345,0.04371086980247464,0.9696423780951523,0.9310344827586207,0.9310344827586207
2025-04-17,fixed,0.03655069444444445,0.04708553903388079,0.9475188164951057,0.896551724137931,0.896551724137931
2025-04-18,fixed,0.20677708333333333,0.23066135425602233,0.9012618699106221,0.8275862068965517,0.8275862068965517
2025-04-19,fixed,0.20822083333333333,0.23273172890452407,0.8940729651322622,0.8620689655172413,0.8620689655172413
2025-04-20,fixed,0.036536111111111116,0.05257052406054176,0.9556974489411738,0.9310344827586207,0.9310344827586207
2025-04-21,fixed,0.04619652777777777,0.060982227032873176,0.9410563142708923,0.9310344827586207,0.9310344827586207
2025-04-22,fixed,0.035166666666666666,0.0443212185828263,0.9445206381094825,0.896551724137931,0.896551724137931
2025-04-23,fixed,0.04229305555555555,0.05588728736384411,0.9515991608497076,0.8620689655172413,0.8620689655172413
2025-04-24,fixed,0.04908611111111111,0.0635451425278824,0.9443477090156226,0.896551724137931,0.896551724137931
2025-04-25,fixed,0.22550555555555554,0.25212044244765236,0.8758380866571885,0.8275862068965517,0.8275862068965517
2025-04-26,fixed,0.2283923611111111,0.26007085132389085,0.8718195784294916,0.7931034482758621,0.7931034482758621
2025-04-27,fixed,0.046647916666666664,0.061534473738980924,0.9321100843918656,0.896551724137931,0.896551724137931
2025-04-28,fixed,0.03850208333333333,0.04929174837975757,0.9636551981453548,0.9310344827586207,0.9310344827586207
2025-04-29,fixed,0.047528472222222215,0.06155546561615972,0.931983349270405,0.896551724137931,0.896551724137931
2025-04-30,fixed,0.05037986111111111,0.06892434106806293,0.960199704807787,0.8275862068965517,0.8275862068965517
2025-05-01,fixed,0.04973472222222222,0.06434809955753679,0.9272971153631213,0.8620689655172413,0.8620689655172413
2025-05-02,fixed,0.17932222222222222,0.20321139752320325,0.9005145332389973,0.8275862068965517,0.8275862068965517
2025-05-03,fixed,0.19637291666666665,0.22216153079209927,0.8817649848643861,0.7931034482758621,0.7931034482758621
2025-05-04,fixed,0.04782013888888889,0.06423513716979377,0.9376893328669045,0.8620689655172413,0.8620689655172413
2025-05-05,fixed,0.03674583333333334,0.04655923497128267,0.93897246181645,0.896551724137931,0.896551724137931
2025-05-06,fixed,0.04669305555555556,0.05927380440708095,0.9155024958167792,0.896551724137931,0.896551724137931
2025-05-07,fixed,0.033527777777777774,0.042846043833967014,0.9419223508088049,0.896551724137931,0.896551724137931
2025-05-08,fixed,0.03731736111111111,0.046804085618197426,0.943951948777625,0.9310344827586207,0.9310344827586207
2025-05-09,fixed,0.19945902777777777,0.22422666901424154,0.8836056877074614,0.8620689655172413,0.8620689655172413
2025-05-10,fixed,0.19095347222222225,0.21517724977200645,0.8731616742044483,0.8275862068965517,0.8275862068965517
2025-05-11,fixed,0.03396944444444444,0.04116850704388274,0.9556935634981816,0.9310344827586207,0.9310344827586207
2025-05-12,fixed,0.04725625,0.06265541953592062,0.9386558421408713,0.8620689655172413,0.8620689655172413
2025-05-13,fixed,0.039077777777777774,0.05007957972622729,0.9502787688597721,0.896551724137931,0.896551724137931
2025-05-14,fixed,0.042597222222222224,0.05150340603623544,0.9435681337161946,0.8275862068965517,0.8275862068965517
2025-05-15,fixed,0.04120347222222222,0.052048615762359876,0.9258210594363795,0.896551724137931,0.896551724137931
2025-05-16,fixed,0.22081180555555557,0.25048233124092584,0.8732624044393509,0.8275862068965517,0.8275862068965517
2025-05-17,fixed,0.19307291666666668,0.21895259459653715,0.8782414473432105,0.7586206896551724,0.7586206896551724
2025-05-18,fixed,0.04276736111111111,0.05530362468028455,0.9641656108662995,0.8620689655172413,0.8620689655172413
2025-05-19,fixed,0.05106944444444444,0.06766959558521586,0.915085609699576,0.8620689655172413,0.8620689655172413
2025-05-20,fixed,0.038440277777777775,0.048614538291886854,0.9542648097793175,0.9310344827586207,0.9310344827586207
2025-05-21,fixed,0.043654861111111117,0.05652475305857898,0.9306359078516188,0.9310344827586207,0.9310344827586207
2025-05-22,fixed,0.04055138888888889,0.04814247662465606,0.9440021863511107,0.896551724137931,0.896551724137931
2025-05-23,fixed,0.20922291666666668,0.2375161840977017,0.883137473993011,0.7931034482758621,0.7931034482758621
2025-05-24,fixed,0.2129923611111111,0.24247642740526804,0.8807854729523276,0.8275862068965517,0.8275862068965517
2025-05-25,fixed,0.05343680555555555,0.06682402730305918,0.9161997926361537,0.896551724137931,0.896551724137931
2025-05-26,fixed,0.04371111111111111,0.054647326355255266,0.9576658015877362,0.896551724137931,0.896551724137931
2025-05-27,fixed,0.04167430555555555,0.0552533853915054,0.9340934598075041,0.9310344827586207,0.9310344827586207
2025-05-28,fixed,0.044963194444444445,0.05958968905495872,0.9566971776580124,0.896551724137931,0.896551724137931
2025-05-29,fixed,0.03628472222222222,0.045437803949770476,0.9601494671333489,0.8620689655172413,0.8620689655172413
2025-05-30,fixed,0.20520416666666666,0.2316053962742089,0.8795954866589671,0.8620689655172413,0.8620689655172413
2025-05-31,fixed,0.20126180555555556,0.22266125539208156,0.9060488931401772,0.7931034482758621,0.7931034482758621
2025-06-01,fixed,0.06221111111111112,0.08070271405321854,0.9331258188885813,0.9310344827586207,0.9310344827586207
2025-06-02,fixed,0.061840277777777786,0.07580020338583092,0.8926234309802168,0.896551724137931,0.896551724137931
2025-06-03,fixed,0.04831875000000001,0.05744593170490357,0.9405921792544899,0.9310344827586207,0.9310344827586207
2025-06-04,fixed,0.05543680555555555,0.07198728716856115,0.9296241928195191,0.896551724137931,0.896551724137931
2025-06-05,fixed,0.06383333333333334,0.07533942176724097,0.9393933913595376,1.0,1.0
2025-06-06,fixed,0.11836458333333333,0.1428859799416615,0.8730648506295664,0.7586206896551724,0.7586206896551724
2025-06-07,fixed,0.11772847222222221,0.14023133986579303,0.9054497774546385,0.7931034482758621,0.7931034482758621
2025-06-08,fixed,0.05314305555555555,0.06273605644107523,0.9214778257047901,0.7931034482758621,0.7931034482758621
2025-06-09,fixed,0.06280208333333334,0.07680912624812238,0.9354376199498821,0.8620689655172413,0.8620689655172413
2025-06-10,fixed,0.05989861111111112,0.07271780501821179,0.9406543544540273,0.9310344827586207,0.9310344827586207
2025-06-11,fixed,0.07042847222222222,0.0858397396476584,0.9377125047393667,0.8620689655172413,0.8620689655172413
2025-06-12,fixed,0.06978749999999999,0.08439415708448068,0.9322164516113784,0.9310344827586207,0.9310344827586207
2025-06-13,fixed,0.12652916666666666,0.14561238834278106,0.9136527502195619,0.8275862068965517,0.8275862068965517
2025-06-14,fixed,0.13436319444444444,0.15932239218885014,0.8844565952500457,0.7586206896551724,0.7586206896551724
2025-06-15,fixed,0.06550069444444445,0.07881223687065071,0.9349805882380995,0.9655172413793104,0.9655172413793104
2025-06-16,fixed,0.06272222222222222,0.07892296965325676,0.9404121494745739,0.9655172413793104,0.9655172413793104
2025-06-17,fixed,0.06915972222222222,0.09308711570948533,0.9211522868827703,0.8275862068965517,0.8275862068965517
2025-06-18,fixed,0.05979999999999999,0.07856872168858149,0.9346851916028023,0.896551724137931,0.896551724137931
2025-06-19,fixed,0.052984027777777776,0.06331821365575276,0.9277723632857994,0.9310344827586207,0.9310344827586207
2025-06-20,fixed,0.14580416666666668,0.16995143628238168,0.8885108794541283,0.7931034482758621,0.7931034482758621
2025-06-21,fixed,0.15869375,0.18489689187490416,0.8766990330440879,0.8620689655172413,0.8620689655172413
2025-06-22,fixed,0.06138333333333333,0.07765741182341265,0.9248346180910607,0.7931034482758621,0.7931034482758621
2025-06-23,fixed,0.054856944444444444,0.06642628851257276,0.9368804445100635,0.896551724137931,0.896551724137931
2025-06-24,fixed,0.07942361111111113,0.09894874865864202,0.9358015338736568,0.896551724137931,0.896551724137931
2025-06-25,fixed,0.06027152777777779,0.07747243551024384,0.9338943865657989,0.9655172413793104,0.9655172413793104
2025-06-26,fixed,0.05105069444444446,0.06196329278514642,0.9256756689097231,0.9655172413793104,0.9655172413793104
2025-06-27,fixed,0.16107708333333334,0.18667397325729868,0.8809157314166819,0.7931034482758621,0.7931034482758621
2025-06-28,fixed,0.14529444444444445,0.16744133425372204,0.8747406485379221,0.8275862068965517,0.8275862068965517
2025-06-29,fixed,0.06360208333333334,0.08101660880818067,0.933546609011454,0.896551724137931,0.896551724137931
2025-06-30,fixed,0.052329861111111105,0.06528750571723335,0.9435128723853604,0.9310344827586207,0.9310344827586207
2025-07-01,fixed,0.12622430555555553,0.15318521673124988,0.9414210386879427,0.7931034482758621,0.7931034482758621
2025-07-02,fixed,0.11583958333333334,0.1391208674638312,0.9073444613359589,0.7586206896551724,0.7586206896551724
2025-07-03,fixed,0.13908333333333334,0.16448692788317387,0.93454740925328,0.7931034482758621,0.7931034482758621
2025-07-04,fixed,0.12425138888888891,0.15406839796012678,0.8668797405549427,0.7241379310344828,0.7241379310344828
2025-07-05,fixed,0.11575208333333335,0.14463126126847928,0.8774456857782735,0.6896551724137931,0.6896551724137931
2025-07-06,fixed,0.13531805555555557,0.16427991694395,0.9167233513041813,0.7586206896551724,0.7586206896551724
2025-07-07,fixed,0.11824027777777779,0.14237714977403423,0.9308599676544881,0.7931034482758621,0.7931034482758621
2025-07-08,fixed,0.11941736111111112,0.15016967741154968,0.9081162982109419,0.8275862068965517,0.8275862068965517
2025-07-09,fixed,0.1194826388888889,0.14773148901714292,0.909000755588864,0.8275862068965517,0.8275862068965517
2025-07-10,fixed,0.11599652777777779,0.1481097830908621,0.9006381176697719,0.7586206896551724,0.7586206896551724
2025-07-11,fixed,0.10451041666666666,0.134892000267292,0.8733701675332338,0.7241379310344828,0.7241379310344828
2025-07-12,fixed,0.11358888888888889,0.14152171505932698,0.8629299327375899,0.7241379310344828,0.7241379310344828
2025-07-13,fixed,0.0989361111111111,0.13069494273136797,0.8946811578552055,0.7931034482758621,0.7931034482758621
2025-07-14,fixed,0.11297083333333334,0.14388823932714814,0.9015456061022382,0.7931034482758621,0.7931034482758621
2025-07-15,fixed,0.11559722222222223,0.14135017244418205,0.9207282826145843,0.7931034482758621,0.7931034482758621
2025-07-16,fixed,0.11636458333333335,0.14027222566020214,0.9116924820717237,0.7931034482758621,0.7931034482758621
2025-07-17,fixed,0.11398611111111112,0.14172407807269574,0.9136497359681814,0.7586206896551724,0.7586206896551724
2025-07-18,fixed,0.10875555555555555,0.1365797548849918,0.8700183166302714,0.7241379310344828,0.7241379310344828
2025-07-19,fixed,0.12506875,0.15504805594646381,0.8700125493421571,0.7241379310344828,0.7241379310344828
2025-07-20,fixed,0.10567777777777779,0.1349305227597604,0.9115255156965717,0.7931034482758621,0.7931034482758621
2025-07-21,fixed,0.1164,0.14203642627470212,0.91821222562652,0.8275862068965517,0.8275862068965517
2025-07-22,fixed,0.11392916666666666,0.14261525748203333,0.8950568287022921,0.7586206896551724,0.7586206896551724
2025-07-23,fixed,0.11320763888888889,0.13897376925760727,0.9300139660669724,0.8275862068965517,0.8275862068965517
2025-07-24,fixed,0.11979999999999998,0.14709760601194175,0.8982649969216913,0.7586206896551724,0.7586206896551724
2025-07-25,fixed,0.12353958333333331,0.155676849907821,0.8599275976199451,0.7241379310344828,0.7241379310344828
2025-07-26,fixed,0.11758680555555553,0.14539261525072186,0.8878718581614451,0.7586206896551724,0.7586206896551724
2025-07-27,fixed,0.11222708333333332,0.14037115360318478,0.8983815479750739,0.7931034482758621,0.7931034482758621
2025-07-28,fixed,0.12272986111111112,0.14683758908891292,0.9183388243117039,0.7931034482758621,0.7931034482758621
2025-07-29,fixed,0.12320416666666666,0.15346675309511032,0.9249158519873346,0.7241379310344828,0.7241379310344828
2025-07-30,fixed,0.11837847222222224,0.1416810054018063,0.937346586705944,0.7586206896551724,0.7586206896551724
2025-07-31,fixed,0.11829930555555555,0.1459685313784371,0.9220573311839113,0.7931034482758621,0.7931034482758621
2025-08-01,fixed,0.13317638888888889,0.16927580100402878,0.8704374281761592,0.7931034482758621,0.7931034482758621
2025-08-02,fixed,0.1366736111111111,0.17277416738814474,0.8673941722736899,0.7241379310344828,0.7241379310344828
2025-08-03,fixed,0.09437013888888887,0.12333156389496477,0.9067118403041863,0.7931034482758621,0.7931034482758621
2025-08-04,fixed,0.09358611111111109,0.11955855376248818,0.8845098470779407,0.7931034482758621,0.7931034482758621
2025-08-05,fixed,0.0977777777777778,0.12452328095581164,0.8982127498977613,0.7931034482758621,0.7931034482758621
2025-08-06,fixed,0.10924583333333333,0.1331895578990085,0.887283965885818,0.7931034482758621,0.7931034482758621
2025-08-07,fixed,0.09791597222222222,0.12587415480241457,0.8823122191126112,0.7931034482758621,0.7931034482758621
2025-08-08,fixed,0.15437291666666664,0.19291905560075936,0.8397985676430043,0.7586206896551724,0.7586206896551724
2025-08-09,fixed,0.14617222222222223,0.18230685860505755,0.8417469377956811,0.6896551724137931,0.6896551724137931
2025-08-10,fixed,0.10083402777777778,0.12715033506968565,0.8879631778793438,0.7931034482758621,0.7931034482758621
2025-08-11,fixed,0.08611597222222221,0.12122050529006129,0.8937728643517925,0.7931034482758621,0.7931034482758621
2025-08-12,fixed,0.1055375,0.13145063289649422,0.9031329155690692,0.7586206896551724,0.7586206896551724
2025-08-13,fixed,0.09874027777777777,0.12590982553663818,0.9139321573301977,0.7586206896551724,0.7586206896551724
2025-08-14,fixed,0.09403402777777778,0.12051594897910126,0.9022920367661489,0.8275862068965517,0.8275862068965517
2025-08-15,fixed,0.14823472222222223,0.1861003899482451,0.8540176494750937,0.7241379310344828,0.7241379310344828
2025-08-16,fixed,0.14941597222222222,0.19177272627166425,0.8558712711192737,0.7241379310344828,0.7241379310344828
2025-08-17,fixed,0.09242500000000001,0.12176914633847113,0.8863225329518258,0.7931034482758621,0.7931034482758621
2025-08-18,fixed,0.09947083333333334,0.12705437866869795,0.8925226320568028,0.8275862068965517,0.8275862068965517
2025-08-19,fixed,0.09129166666666666,0.12113890213763336,0.8958625339342267,0.8275862068965517,0.8275862068965517
2025-08-20,fixed,0.10457777777777778,0.1347824610457739,0.9184745476780329,0.8620689655172413,0.8620689655172413
2025-08-21,fixed,0.09622638888888889,0.1218159135973439,0.9092147674368852,0.7931034482758621,0.7931034482758621
2025-08-22,fixed,0.1323888888888889,0.1730601075734478,0.8709163050430966,0.7241379310344828,0.7241379310344828
2025-08-23,fixed,0.13375208333333333,0.1682474263052286,0.8575223657608261,0.6896551724137931,0.6896551724137931
2025-08-24,fixed,0.09543958333333331,0.12270130087375239,0.8892222427799458,0.7931034482758621,0.7931034482758621
2025-08-25,fixed,0.1024986111111111,0.13060102571062243,0.8992054433524329,0.7931034482758621,0.7931034482758621
2025-08-26,fixed,0.09539583333333333,0.1222789229589466,0.896833227515915,0.8275862068965517,0.8275862068965517
2025-08-27,fixed,0.10050833333333335,0.13069059039068828,0.9033519513894663,0.8275862068965517,0.8275862068965517
2025-08-28,fixed,0.10365069444444443,0.1338174365299397,0.9293659716918029,0.7931034482758621,0.7931034482758621
2025-08-29,fixed,0.1278784722222222,0.15770450281565626,0.8753718829120739,0.7931034482758621,0.7931034482758621
2025-08-30,fixed,0.14412083333333334,0.1850917328875964,0.8612218569552601,0.7241379310344828,0.7241379310344828
2025-08-31,fixed,0.0870125,0.11850829260717018,0.9153327780644429,0.7586206896551724,0.7586206896551724
2025-09-01,fixed,0.038602083333333335,0.0522983329084207,0.9265724674890913,0.8620689655172413,0.8620689655172413
2025-09-02,fixed,0.04194166666666667,0.054080851252751395,0.9106193187698998,0.896551724137931,0.896551724137931
2025-09-03,fixed,0.05011388888888889,0.06286166911914162,0.9027935049199803,0.8275862068965517,0.8275862068965517
2025-09-04,fixed,0.04525625,0.0615382745623495,0.9209351021094418,0.8620689655172413,0.8620689655172413
2025-09-05,fixed,0.20755694444444442,0.24049305430025764,0.8580491466113427,0.7241379310344828,0.7241379310344828
2025-09-06,fixed,0.2006527777777778,0.23227750853714232,0.8717180983271271,0.7931034482758621,0.7931034482758621
2025-09-07,fixed,0.04139305555555555,0.053503257948568986,0.924945140641682,0.8620689655172413,0.8620689655172413
2025-09-08,fixed,0.041705555555555565,0.050973583844968175,0.9325528400409477,0.8275862068965517,0.8275862068965517
2025-09-09,fixed,0.05232083333333334,0.06835672871862075,0.903672370318872,0.8620689655172413,0.8620689655172413
2025-09-10,fixed,0.04230555555555556,0.05265117915741932,0.9354840330472427,0.896551724137931,0.896551724137931
2025-09-11,fixed,0.050043055555555556,0.06420403565543559,0.8888223520967885,0.8620689655172413,0.8620689655172413
2025-09-12,fixed,0.19125208333333332,0.21978636739267216,0.8634773845624406,0.7931034482758621,0.7931034482758621
2025-09-13,fixed,0.19968402777777777,0.2314128101047035,0.8665961331244293,0.8275862068965517,0.8275862068965517
2025-09-14,fixed,0.03804236111111112,0.046493361981398314,0.9489262680270487,0.9310344827586207,0.9310344827586207
2025-09-15,fixed,0.04946666666666666,0.0657822840048055,0.8889259530017213,0.896551724137931,0.896551724137931
2025-09-16,fixed,0.03926180555555556,0.049745295003648334,0.9342771308363658,0.8620689655172413,0.8620689655172413
2025-09-17,fixed,0.04101875000000001,0.04946933604095909,0.9319772524113973,0.9310344827586207,0.9310344827586207
2025-09-18,fixed,0.03609097222222222,0.04680544765895905,0.9332985689442591,0.9310344827586207,0.9310344827586207
2025-09-19,fixed,0.17349097222222223,0.19686498775246392,0.8755969467890259,0.7586206896551724,0.7586206896551724
2025-09-20,fixed,0.1790972222222222,0.2000025871360446,0.8755627853077027,0.8620689655172413,0.8620689655172413
2025-09-21,fixed,0.044496527777777774,0.056759337826965135,0.9415244692267986,0.7931034482758621,0.7931034482758621
2025-09-22,fixed,0.04074652777777778,0.05414481033405798,0.9255609778760002,0.8620689655172413,0.8620689655172413
2025-09-23,fixed,0.04276041666666667,0.05636857440591837,0.9191967196849857,0.8620689655172413,0.8620689655172413
2025-09-24,fixed,0.04072361111111111,0.05154727872976851,0.9369579371437611,0.9310344827586207,0.9310344827586207
2025-09-25,fixed,0.04133541666666666,0.05128924175150617,0.9192231679374685,0.896551724137931,0.896551724137931
2025-09-26,fixed,0.17338333333333333,0.19183294562659925,0.8960364604009811,0.896551724137931,0.896551724137931
2025-09-27,fixed,0.16708263888888888,0.19226036690008566,0.8679809459528859,0.7931034482758621,0.7931034482758621
2025-09-28,fixed,0.04152013888888889,0.05317141109970031,0.9280134315488535,0.896551724137931,0.896551724137931
2025-09-29,fixed,0.04354583333333334,0.05508727671210074,0.9265485747660913,0.8620689655172413,0.8620689655172413
2025-09-30,fixed,0.04569097222222223,0.05906200543590704,0.9502738450250585,0.896551724137931,0.896551724137931
2025-10-01,fixed,0.05526944444444444,0.07465053862274985,0.9097805325999957,0.8275862068965517,0.8275862068965517
2025-10-02,fixed,0.051866666666666665,0.06776524838653578,0.9175279070075208,0.8275862068965517,0.8275862068965517
2025-10-03,fixed,0.20823263888888888,0.23410757068659224,0.8731633161746654,0.7931034482758621,0.7931034482758621
2025-10-04,fixed,0.1805166666666667,0.2022078702172044,0.8777339260180878,0.8275862068965517,0.8275862068965517
2025-10-05,fixed,0.046981944444444444,0.061699054557856334,0.9196440772136986,0.9310344827586207,0.9310344827586207
2025-10-06,fixed,0.04369791666666668,0.05551962053084378,0.9472666768653514,0.8620689655172413,0.8620689655172413
2025-10-07,fixed,0.042799305555555556,0.052763932467590445,0.951057649532753,0.896551724137931,0.896551724137931
2025-10-08,fixed,0.04257430555555556,0.057043800787932544,0.9509983200745116,0.8620689655172413,0.8620689655172413
2025-10-09,fixed,0.05270208333333334,0.06420430984581782,0.9278398992264837,0.896551724137931,0.896551724137931
