date,slot,endpoint_minute,actual_price,price_forecast,load_kw,pv_kw,load_forecast_kw,pv_forecast_kw,initial_contract_kwh,final_contract_kwh,active_contract_kwh,charge_kwh,discharge_kwh,emergency_kwh,curtailment_kwh,grid_spill_kwh,soc_start_kwh,soc_end_kwh,active_issue
2025-02-01,39,410,0.8181,0.8191463693784573,3398.49,89.6095,3505.2276350448988,289.12216666666666,0.0,0.0,0.0,0.0,551.4800833333333,0.0,0.0,0.0,6299.622792913104,5686.867144764956,6
2025-02-01,40,420,0.8678,0.848103177537268,3652.75,340.5,3737.077253168347,346.9466,0.0,0.0,0.0,0.0,552.0416666666666,0.0,0.0,0.0,5686.867144764956,5073.487515135326,6
2025-02-01,41,430,0.864,0.8161487987389887,3703.2843,615.936,3562.874829526868,634.1415666666667,0.0,0.0,0.0,0.0,514.5580499999999,0.0,0.0,0.0,5073.487515135326,4501.75634846866,6
2025-02-01,42,440,0.8237,0.8056726805523674,3572.3788,884.9275,3606.3627294933503,921.3365333333333,0.0,0.0,0.0,0.0,447.90855,0.0,0.0,0.0,4501.75634846866,4004.080181801993,6
2025-02-01,43,450,0.7654,0.806055241448855,3477.22,1140.675,3905.2546739231557,1208.5315,0.0,0.0,0.0,0.0,389.4241666666667,0.0,0.0,0.0,4004.080181801993,3571.3866632834747,6
2025-02-01,44,460,0.7258,0.7519114457061675,3654.0022,1388.0797,3868.481084098713,1495.7264666666665,0.0,0.0,0.0,0.0,377.65374999999995,0.0,0.0,0.0,3571.3866632834747,3151.7713855056973,6
2025-02-01,45,470,0.8697,0.8642457795722738,3841.4201,1674.452,3695.374721801708,1782.9214333333332,0.0,0.0,0.0,0.0,361.16134999999997,0.0,0.0,0.0,3151.7713855056973,2750.4809966168086,6
2025-02-01,46,480,1.0783,1.0735329653078898,3803.65,2004.1125,3622.242822286208,2070.1164,0.0,0.0,0.0,0.0,299.9229166666667,0.0,0.0,0.0,2750.4809966168086,2417.2333114316234,6
2025-02-01,47,490,1.0448,1.0659497046970212,3545.4639,2332.1065,3678.3550069963107,2374.2028999999998,0.0,0.0,0.0,0.0,202.22623333333337,0.0,0.0,0.0,2417.2333114316234,2192.5374966168088,6
2025-02-01,48,500,0.9667,0.9974249379876479,3411.349,2632.5934,3747.498261493938,2678.2894,0.0,0.0,0.0,0.0,129.7926,0.0,0.0,0.0,2192.5374966168088,2048.323496616809,6
2025-02-01,49,510,0.9429,0.9800506648933862,3445.37,2927.6625,3764.3771781683927,2982.3759,0.0,0.0,0.0,0.0,86.28458333333339,0.0,0.0,0.0,2048.323496616809,1952.4517373575495,6
2025-02-01,50,520,0.893,0.9695698882984012,3467.1139,3251.299,3772.0459281693456,3286.4624000000003,0.0,0.0,0.0,0.0,35.96915000000001,0.0,0.0,0.0,1952.4517373575495,1912.4860151353273,6
2025-02-01,51,530,0.9266,0.9582014717105045,3894.4802,3519.7566,3898.6008571649472,3590.5489000000002,0.0,0.0,0.0,0.0,62.453933333333225,0.0,0.0,0.0,1912.4860151353273,1843.0927558760682,6
2025-02-01,52,540,0.9995,0.9623978108188439,4422.76,3731.7,4140.927094363507,3894.6354,0.0,0.0,0.0,0.0,115.17666666666673,0.0,0.0,0.0,1843.0927558760682,1715.118681801994,6
2025-02-01,53,550,0.9415,0.989807282973478,4267.5205,3992.5758,4337.000124699031,4224.233683333334,0.0,0.0,0.0,0.0,45.824116666666555,0.0,0.0,0.0,1715.118681801994,1664.2029966168088,6
2025-02-01,54,560,0.8825,0.964192883225902,4190.1702,4378.3332,4309.290000233892,4553.831966666667,0.0,0.0,0.0,31.360500000000116,0.0,0.0,0.0,0.0,1664.2029966168088,1692.427446616809,6
2025-02-01,55,570,0.8929,0.887969654591019,4418.32,4788.525,4196.617566823997,4883.430249999999,0.0,0.0,0.0,61.70083333333332,0.0,0.0,0.0,0.0,1692.427446616809,1747.958196616809,6
2025-02-01,56,580,0.9059,0.8575107897376203,4399.2754,5029.9241,4314.450322799997,5213.028533333333,0.0,0.0,0.0,105.10811666666666,0.0,0.0,0.0,0.0,1747.958196616809,1842.555501616809,6
2025-02-01,57,590,0.8581,0.9414162812929965,4182.7342,5203.9177,4420.277244646014,5542.626816666667,0.0,0.0,0.0,170.19725000000005,0.0,0.0,0.0,0.0,1842.555501616809,1995.733026616809,6
2025-02-01,58,600,0.8084,1.0657434937024637,4071.53,5364.1125,4348.939854766214,5872.2251,0.0,0.0,0.0,215.4304166666667,0.0,0.0,0.0,0.0,1995.733026616809,2189.620401616809,6
2025-02-01,59,610,0.8605,1.0762628561229295,4268.5932,5471.099,4202.367675017189,6026.529466666667,0.0,0.0,0.0,200.41763333333324,0.0,0.0,0.0,0.0,2189.620401616809,2369.996271616809,6
2025-02-01,60,620,0.8292,1.0338742560357426,4240.2423,5601.7634,4251.372835304396,6180.833833333333,0.0,0.0,0.0,226.92018333333328,0.0,0.0,0.0,0.0,2369.996271616809,2574.224436616809,6
2025-02-01,61,630,0.7446,1.0354254267280487,4001.96,5755.3125,4395.244603193881,6335.138199999999,0.0,0.0,0.0,292.22541666666666,0.0,0.0,0.0,0.0,2574.224436616809,2837.227311616809,6
2025-02-01,62,640,0.7982,1.0722868902047884,4072.3226,5878.849,4288.318262359469,6489.442566666667,0.0,0.0,0.0,301.0877333333334,0.0,0.0,0.0,0.0,2837.227311616809,3108.206271616809,6
2025-02-01,63,650,0.6917,0.8155363659559709,4068.783,6128.0874,4233.564154583795,6643.746933333334,0.0,0.0,0.0,343.2174000000001,0.0,0.0,0.0,0.0,3108.206271616809,3417.101931616809,6
2025-02-01,64,660,0.438,0.41108314547581687,3917.55,6361.65,4317.580534165192,6798.0513,0.0,0.0,0.0,407.3499999999998,0.0,0.0,0.0,0.0,3417.101931616809,3783.716931616809,6
2025-02-01,65,670,0.3671,0.3658649265822489,3946.1661,6277.0669,4295.506159819843,6827.5108,0.0,0.0,0.0,388.4834666666666,0.0,0.0,0.0,0.0,3783.716931616809,4133.352051616808,6
2025-02-01,66,680,0.3419,0.4262485526364774,3936.6103,6308.0507,4137.496904830973,6856.9703,235.7737058777077,0.0,0.0,395.2400666666666,0.0,0.0,0.0,0.0,4133.352051616808,4489.068111616808,6
2025-02-01,67,690,0.308,0.4197031748983558,3927.21,6594.375,4068.477281953377,6886.4298,235.7737058777077,0.0,0.0,444.52750000000003,0.0,0.0,0.0,0.0,4489.068111616808,4889.142861616808,6
2025-02-01,68,700,0.3563,0.4250789345934699,4153.2513,6817.8939,4302.3911295942435,6915.8893,235.7737058777077,0.0,0.0,444.10710000000006,0.0,0.0,0.0,0.0,4889.142861616808,5288.839251616808,6
2025-02-01,69,710,0.3499,0.4175028203922104,4080.8969,6770.5009,4256.948389371011,6945.3488,235.7737058777077,0.0,0.0,448.2673333333332,0.0,0.0,0.0,0.0,5288.839251616808,5692.279851616808,6
2025-02-01,70,720,0.2979,0.3913921476995587,3840.2,6603.9375,3942.8232962416105,6974.8083,235.7737058777077,0.0,0.0,460.6229166666667,0.0,0.0,0.0,0.0,5692.279851616808,6106.840476616808,6
2025-02-01,71,730,0.3528,0.26893830164800053,4061.0483,6632.8992,3784.066808493667,6552.000183333334,235.7737058777077,0.0,0.0,428.6418166666666,0.0,0.0,0.0,0.0,6106.840476616808,6492.618111616808,12
2025-02-01,72,740,0.4214,0.2664970587118881,3978.5628,6536.8864,3860.7847794409804,6500.062866666667,0.0,0.0,0.0,426.38726666666673,0.0,0.0,0.0,0.0,6492.618111616808,6876.366651616809,12
2025-02-01,73,750,0.4077,0.2571199149722193,3564.13,6314.475,3842.6036575403296,6448.125550000001,0.0,0.0,0.0,458.3908333333335,0.0,0.0,0.0,0.0,6876.366651616809,7288.918401616809,12
2025-02-01,74,760,0.3359,0.26101438348086003,3606.685,6312.5866,3852.471566906809,6396.188233333333,0.0,0.0,0.0,450.9835999999999,0.0,0.0,0.0,0.0,7288.918401616809,7694.803641616809,12
2025-02-01,75,770,0.4541,0.4032919106596704,3800.0122,6353.9385,3880.70763513438,6344.250916666667,0.0,0.0,0.0,425.65438333333327,0.0,0.0,0.0,0.0,7694.803641616809,8077.892586616808,12
2025-02-01,76,780,0.6884,0.6121938767870299,3832.09,6313.35,3925.031281329842,6292.3136,0.0,0.0,0.0,413.5433333333334,0.0,0.0,0.0,0.0,8077.892586616808,8450.081586616809,12
2025-02-01,77,790,0.7168,0.6662506082862638,3716.2454,6246.1375,3980.711151893777,6111.276666666667,0.0,0.0,0.0,421.6486833333332,0.0,0.0,0.0,0.0,8450.081586616809,8829.565401616808,12
2025-02-01,78,800,0.7194,0.6348579590327391,3639.0264,6175.373,3872.7937499813424,5930.239733333334,0.0,0.0,0.0,422.7244333333333,0.0,0.0,0.0,0.0,8829.565401616808,9210.017391616808,12
2025-02-01,79,810,0.7375,0.6167805191968679,3642.08,6103.6875,3740.8567368735553,5749.2028,0.0,0.0,0.0,410.2679166666667,0.0,0.0,0.0,0.0,9210.017391616808,9579.258516616808,12
2025-02-01,80,820,0.6413,0.6550787830945212,3637.91,5992.7643,3888.570974066755,5568.165866666666,0.0,0.0,0.0,392.4757166666667,0.0,0.0,0.0,0.0,9579.258516616808,9932.486661616807,12
2025-02-01,81,830,0.6761,0.7530022619256772,3749.5633,5691.8061,3872.7578745931783,5387.128933333333,0.0,0.0,0.0,323.70713333333333,0.0,0.0,0.0,0.0,9932.486661616807,10223.823081616807,12
2025-02-01,82,840,0.8225,0.8751984469326201,3849.87,5251.125,3675.238994518602,5206.092,0.0,0.0,0.0,233.54250000000002,0.0,0.0,0.0,0.0,10223.823081616807,10434.011331616806,12
2025-02-01,83,850,0.8111,0.9636213145698859,3676.3403,4893.7405,3707.4067098167325,4944.09785,0.0,0.0,0.0,202.90003333333334,0.0,0.0,0.0,0.0,10434.011331616806,10616.621361616806,12
2025-02-01,84,860,0.8061,0.990286495048198,3619.6065,4617.2194,3657.238843333508,4682.1037,0.0,0.0,0.0,166.26881666666668,0.0,0.0,0.0,0.0,10616.621361616806,10766.263296616806,12
2025-02-01,85,870,0.8727,1.0176471276774106,3664.87,4364.4,3499.851532613614,4420.10955,0.0,0.0,0.0,37.48522598132695,0.0,0.0,79.10310735200642,0.0,10766.263296616806,10800.0,12
2025-02-01,86,880,0.8717,1.088461617093877,3429.7385,4104.4044,3537.333819140527,4158.1154,0.0,0.0,0.0,0.0,0.0,0.0,112.44431666666674,0.0,10800.0,10800.0,12
2025-02-01,87,890,0.7054,0.8638898952760143,3327.5652,3890.1686,3501.4580133905733,3896.12125,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333337,0.0,10800.0,10800.0,12
2025-02-01,88,900,0.5147,0.4794434230389331,3473.54,3688.35,3449.879648387999,3634.1271,0.0,0.0,0.0,0.0,0.0,0.0,35.80166666666673,0.0,10800.0,10800.0,12
2025-02-01,89,910,0.5575,0.4509384350075144,3562.932,3392.3571,3698.586872249753,3348.4567,0.0,54.649738312681656,54.649738312681656,0.0,0.0,0.0,26.220588312681684,0.0,10800.0,10800.0,12
2025-02-01,90,920,0.6606,0.543705885506227,3620.2202,3032.6158,3731.350555982249,3062.7863,208.44869943222983,103.51484635978994,103.51484635978994,0.0,0.0,0.0,5.580779693123304,0.0,10800.0,10800.0,12
2025-02-01,91,930,0.688,0.573414101156991,3651.93,2703.825,3482.280292220206,2777.1159000000002,220.81298620489895,109.13129793696804,109.13129793696804,0.0,48.88620206303199,0.0,0.0,0.0,10800.0,10745.681997707743,12
2025-02-01,92,940,0.6617,0.5891207938521078,3580.7319,2481.7698,3412.0092268140234,2491.4455,262.9321327615506,142.1852714150214,142.1852714150214,0.0,40.97507858497863,0.0,0.0,0.0,10745.681997707743,10700.154132613323,12
2025-02-01,93,950,0.6465,0.599359592114008,3420.6657,2255.8374,3436.3556412100174,2205.7751,320.8044676479532,189.75871253135202,189.75871253135202,0.0,4.379337468648032,0.0,0.0,0.0,10700.154132613323,10695.288202092603,12
2025-02-01,94,960,0.6667,0.6180377651684084,3292.5,1973.5875,3406.911979218998,1920.1047,369.7462072823048,229.07783029226658,229.07783029226658,9.259080292266617,0.0,0.0,0.0,0.0,10695.288202092603,10703.621374355642,12
2025-02-01,95,970,0.6956,0.6651502514203229,3324.4944,1687.0443,3308.6586683997016,1656.08185,381.53807745043974,271.7827966143023,271.7827966143023,0.0,1.1255533856976854,0.0,0.0,0.0,10703.621374355642,10702.370759482645,12
2025-02-01,96,980,0.7032,0.7120750451541128,3354.2164,1442.6491,3332.1561438463987,1392.0590000000002,413.52001735897653,318.8973331654372,318.8973331654372,0.30278316543717665,0.0,0.0,0.0,0.0,10702.370759482645,10702.643264331538,12
2025-02-01,97,990,0.7041,0.7368437097376348,3378.64,1214.175,3470.7253820865276,1128.03615,464.7208344221992,384.8681114995195,384.8681114995195,24.12394483285277,0.0,0.0,0.0,0.0,10702.643264331538,10724.354814681106,12
2025-02-01,98,1000,0.7357,0.7418506661853245,3481.7178,933.1142,3469.4136373946885,864.0133000000001,492.67483646979247,427.9172836030932,427.9172836030932,3.1500169364265957,0.0,0.0,0.0,0.0,10724.354814681106,10727.189829923891,12
2025-02-01,99,1010,0.7466,0.7490918122306813,3196.9081,640.2688,3093.9036677567146,599.99045,458.4167226866796,409.64843960048785,409.64843960048785,0.0,16.45811039951218,0.0,0.0,0.0,10727.189829923891,10708.9030405911,12
2025-02-01,100,1020,0.7383,0.7466839279875499,2680.68,358.2375,2633.6085313490958,335.9676,410.0729814707426,377.4862688128754,377.4862688128754,0.0,9.587481187124581,0.0,0.0,0.0,10708.9030405911,10698.250283716518,12
2025-02-01,101,1030,0.7642,0.7133897749806577,2601.2611,95.3846,2641.00591669026,279.973,418.4681825594144,396.7316656299555,396.7316656299555,0.0,20.914417703377865,0.0,0.0,0.0,10698.250283716518,10675.012041823875,12
2025-02-01,102,1040,0.787,0.7358683751928552,2638.6848,0.0,2680.7765561444735,223.97840000000002,413.0868643879198,412.78260547545875,412.78260547545875,0.0,26.998194524541248,0.0,0.0,0.0,10675.012041823875,10645.014047907718,12
2025-02-01,103,1050,0.775,0.767943905232908,2616.82,0.0,2595.956578533051,167.9838,406.4788364902053,407.95126578788796,407.95126578788796,0.0,28.18540087877875,0.0,0.0,0.0,10645.014047907718,10613.696935820186,12
2025-02-01,104,1060,0.7557,0.7070582827208259,2675.971,4.1367,2649.1543070063394,111.98920000000001,421.8154296912514,426.25268189569346,426.25268189569346,0.0,19.05303477097317,0.0,0.0,0.0,10613.696935820186,10592.526897185771,12
2025-02-01,105,1070,0.8692,0.8463327429964411,2639.3558,0.0,2667.973408681432,55.99460000000005,431.6998751634039,438.7919939889972,438.7919939889972,0.0,1.1006393443361162,0.0,0.0,0.0,10592.526897185771,10591.303964580953,12
2025-02-01,106,1080,1.0662,1.1140716791915333,2570.82,0.0,2606.581383600082,0.0,428.8483713836888,437.8873468978908,437.8873468978908,9.417346897890752,0.0,0.0,0.0,0.0,10591.303964580953,10599.779576789055,12
2025-02-01,107,1090,1.1465,1.1453079825608015,2725.1073,0.297,2591.9344359749703,0.0,430.59599314511286,16.979831131348448,16.979831131348448,0.0,437.15521886865156,0.0,0.0,0.0,10599.779576789055,10114.051555823886,18
2025-02-01,108,1100,1.1653,1.1128947071057287,2833.5919,0.0,2673.40017373325,0.0,0.0,17.51228277869234,17.51228277869234,0.0,454.7530338879743,0.0,0.0,0.0,10114.051555823886,9608.77040705947,18
2025-02-01,109,1110,1.1644,1.1378224249740236,2725.01,0.0,2750.7287557799345,0.0,0.0,18.01769440363451,18.01769440363451,0.0,436.15063892969886,0.0,0.0,0.0,9608.77040705947,9124.158586026471,18
2025-02-01,110,1120,1.1265,1.1161267525949587,2510.2571,0.0213,2777.8921609426975,0.0,0.0,18.195231614054148,18.195231614054148,0.0,400.17740171927915,0.0,0.0,0.0,9124.158586026471,8679.517028560605,18
2025-02-01,111,1130,1.1134,1.1848635025814505,2484.4934,0.0,2880.491800036226,0.0,0.0,18.865812257592065,18.865812257592065,0.0,395.21642107574127,0.0,0.0,0.0,8679.517028560605,8240.387671809782,18
2025-02-01,112,1140,1.1312,1.3206560257924707,2592.83,0.0,2922.7478560536556,0.0,0.0,19.141993475068976,19.141993475068976,0.0,412.9963398582643,0.0,0.0,0.0,8240.387671809782,7781.502849745044,18
2025-02-01,113,1150,1.1292,1.3415506395588062,2544.0862,0.0015,2636.9078035576595,0.0,0.0,0.0,0.0,0.0,424.0141166666667,0.0,0.0,0.0,7781.502849745044,7310.376053448747,18
2025-02-01,114,1160,1.133,1.32271986993433,2654.4748,0.0,2427.909096429134,0.0,0.0,0.0,0.0,0.0,442.41246666666666,0.0,0.0,0.0,7310.376053448747,6818.80664604134,18
2025-02-01,115,1170,1.1382,1.3214573607624949,2902.48,0.0,2474.2830668842125,0.0,0.0,0.0,0.0,0.0,483.74666666666667,0.0,0.0,0.0,6818.80664604134,6281.310349745044,18
2025-02-01,116,1180,1.1103,1.317713965258171,2887.1068,0.0,2591.3535608931325,0.0,0.0,0.0,0.0,0.0,481.18446666666665,0.0,0.0,0.0,6281.310349745044,5746.660942337637,18
2025-02-01,117,1190,1.0929,1.319652983242004,2668.5956,0.0,2731.204018523911,0.0,0.0,0.0,0.0,0.0,444.76593333333335,0.0,0.0,0.0,5746.660942337637,5252.476571967266,18
2025-02-01,118,1200,1.1041,1.334279712887795,2508.57,0.0,2836.487448685117,0.0,0.0,0.0,0.0,0.0,418.095,0.0,0.0,0.0,5252.476571967266,4787.926571967266,18
2025-02-01,119,1210,1.1204,1.3497082036064587,2620.4431,0.0,2836.3101862563617,0.0,0.0,0.0,0.0,0.0,436.7405166666667,0.0,0.0,0.0,4787.926571967266,4302.659331226525,18
2025-02-01,120,1220,1.1344,1.3187857414487676,2716.1871,0.0,2794.600494119236,0.0,0.0,0.0,0.0,0.0,452.69785,0.0,0.0,0.0,4302.659331226525,3799.661720115414,18
2025-02-01,121,1230,1.1597,1.309154945269427,2699.81,0.0,2742.1344491851537,0.0,0.0,0.0,0.0,0.0,449.9683333333333,0.0,0.0,0.0,3799.661720115414,3299.696905300599,18
2025-02-01,122,1240,1.1766,1.392022581101794,2730.4002,0.0,2690.443321965956,0.0,0.0,0.0,0.0,0.0,455.0667,0.0,0.0,0.0,3299.696905300599,2794.0672386339324,18
2025-02-01,123,1250,0.9864,1.1865414827963288,2724.0742,0.0,2827.923646426702,0.0,0.0,0.0,0.0,0.0,454.01236666666665,0.0,0.0,0.0,2794.0672386339324,2289.6090534487475,18
2025-02-01,124,1260,0.724,0.8034513647933078,2756.43,0.0,3030.8462631007446,0.0,0.0,0.0,0.0,0.0,459.405,0.0,0.0,0.0,2289.6090534487475,1779.1590534487477,18
2025-02-01,125,1270,0.7481,0.7621736335945034,2984.5246,0.0,2949.459495127158,0.0,0.0,425.9992273442492,425.9992273442492,0.0,71.42153932241746,0.0,0.0,0.0,1779.1590534487477,1699.8017875349506,18
