日期,时段,电价,实际负载电量,实际光伏电量,预测负载电量,预测光伏电量,自适应分位数,安全裕度电量,计划购电量,实际充电量,实际放电量,紧急购电量,弃电量,时段末储电量
2025-02-13,17:30,0.9862,996.6716666666666,0.0,1033.6263541454298,0.0,0.75,0.0,1033.6263541454298,0.0,0.0,0.0,36.95468747876316,10800.0
2025-02-13,17:40,0.976,1032.6516,0.0,1045.353231656518,0.1338482529474413,0.75,0.0,1045.2193834035704,0.0,0.0,0.0,12.567783403570502,10800.0
2025-02-13,17:50,1.0742,909.0580666666666,0.7048666666666665,914.6475846276951,0.11520648963931512,0.75,0.0,914.5323781380558,0.0,0.0,0.0,6.179178138055931,10800.0
2025-02-13,18:00,1.2313,701.1333333333333,0.0,720.7950368673283,0.0,0.75,0.0,720.7950368673283,0.0,0.0,0.0,19.661703533995023,10800.0
2025-02-13,18:10,1.2561,682.7969666666665,0.0,698.784708791509,0.0,0.75,0.3503260768677592,699.1350348683768,0.0,0.0,0.0,16.338068201710257,10800.0
2025-02-13,18:20,1.2447,714.78195,0.05059999999999999,727.4278864472022,0.0,0.75,3.0050176248441858,730.4329040720464,0.0,0.0,0.0,15.701554072046406,10800.0
2025-02-13,18:30,1.2545,710.6916666666666,0.0,720.3232063408991,0.0,0.75,5.38099068672966,725.7041970276288,0.0,0.0,0.0,15.01253036096216,10800.0
2025-02-13,18:40,1.2522,721.21335,0.0,712.3248367060702,0.0,0.75,13.847813476623315,726.1726501826935,0.0,0.0,0.0,4.959300182693482,10800.0
2025-02-13,18:50,1.2881,710.5420666666666,0.003633333333333333,716.5626387405019,0.0,0.75,14.192068600882436,161.29333165203423,0.0,549.245101681299,0.0,0.0,10189.727664798556
2025-02-13,19:00,1.3466,692.0899999999999,0.0,725.691333839713,0.0,0.75,14.192068600882436,0.0,0.0,692.0899999999999,0.0,0.0,9420.738775909667
2025-02-13,19:10,1.3523,722.5446166666667,0.0,724.3910978969813,0.0,0.75,14.483477755739898,0.0,0.0,722.5446166666667,0.0,0.0,8617.911424057815
2025-02-13,19:20,1.3445,744.42985,0.0002666666666666667,719.7560012674535,0.0,0.75,14.192068600882436,0.0,0.0,744.4295833333333,0.0,0.0,7790.767442576333
2025-02-13,19:30,1.3483,741.635,0.0,717.7664763300929,0.0,0.75,13.658403087575067,0.0,0.0,741.635,0.0,0.0,6966.728553687444
2025-02-13,19:40,1.349,750.7882166666666,0.0,716.9467963366073,0.0,0.75,12.390658518489289,0.0,0.0,750.7882166666666,0.0,0.0,6132.519424057815
2025-02-13,19:50,1.3473,739.0060666666666,0.0,713.7977085543164,0.0,0.75,11.599955719280587,0.0,0.0,739.0060666666666,0.0,0.0,5311.401572205963
2025-02-13,20:00,1.3482,708.685,0.0,711.9551780562065,0.0,0.75,9.05193762802844,0.0,0.0,708.685,0.0,0.0,4523.973794428185
2025-02-13,20:10,1.3513,703.4487333333333,0.0,718.4319692040019,0.0,0.75,12.390658518489289,0.0,0.0,703.4487333333333,0.0,0.0,3742.3640907244817
2025-02-13,20:20,1.34,717.8028999999999,0.0,723.9613786147512,0.0,0.75,13.29784820084015,0.0,0.0,717.8028999999999,0.0,0.0,2944.805312946704
2025-02-13,20:30,1.3489,726.8399999999999,0.0,725.9462361057535,0.0,0.75,14.14012691043456,0.0,0.0,726.8399999999999,0.0,0.0,2137.205312946704
2025-02-13,20:40,1.3952,713.1689666666666,0.0,729.1993963632895,0.0,0.75,13.29784820084015,0.0,0.0,713.1689666666666,0.0,0.0,1344.795349983741
2025-02-13,20:50,1.2226,713.6063666666666,0.0,725.5924656043932,0.0,0.75,14.29915519754556,739.8916208019388,26.285254135272112,0.0,0.0,0.0,1368.452078705486
2025-02-13,21:00,0.9332,732.0966666666666,0.0,719.7645698311596,0.0,0.75,12.99037159714024,732.7549414282998,0.6582747616332654,0.0,0.0,0.0,1369.044525990956
2025-02-13,21:10,0.9068,734.1329000000001,0.0,724.8918605908567,0.0,0.75,12.025941782689685,736.9178023735464,2.784902373546288,0.0,0.0,0.0,1371.5509381271474
2025-02-13,21:20,0.9371,718.6443333333333,0.0,725.2912239681445,0.0,0.75,8.71307864946047,734.004302617605,15.359969284271756,0.0,0.0,0.0,1385.374910482992
2025-02-13,21:30,0.9371,722.0466666666666,0.0,731.5448415464009,0.0,0.75,6.76568692649451,738.3105284728954,16.26386180622876,0.0,0.0,0.0,1400.0123861085979
2025-02-13,21:40,0.9871,762.7153166666667,0.0,754.9772209838517,0.0,0.75,6.0043081693200975,760.9815291531718,0.0,1.7337875134949172,0.0,0.0,1398.085955538048
2025-02-13,21:50,0.7764,683.2621666666666,0.0,683.390362366734,0.0,0.75,5.188368086964573,1355.2453971203654,671.9832304536988,0.0,0.0,0.0,2002.8708629463767
