date,slot,endpoint_minute,price,load_kw,pv_kw,load_forecast_kw,pv_forecast_kw,initial_contract_kwh,final_contract_kwh,active_contract_kwh,charge_kwh,discharge_kwh,emergency_kwh,curtailment_kwh,grid_spill_kwh,soc_start_kwh,soc_end_kwh,active_issue
2025-02-01,30,320,0.4439,2991.1125,0.0199,3203.7408981209783,0.0,276.7872122641206,276.7872122641206,276.7872122641206,0.0,221.72822106921274,0.0,0.0,0.0,10800.0,10553.635309923096,0
2025-02-01,31,330,0.4301,3175.34,0.0,3354.1173028582652,0.0,289.7546969236771,289.7546969236771,289.7546969236771,0.0,239.46863640965626,0.0,0.0,0.0,10553.635309923096,10287.5590472457,0
2025-02-01,32,340,0.3713,3284.4619,0.0,3466.6449036323274,0.0,299.45834650463115,299.45834650463115,299.45834650463115,0.0,247.95197016203548,0.0,0.0,0.0,10287.5590472457,10012.056858176773,0
2025-02-01,33,350,0.5708,3187.3644,0.2774,3378.664881073016,0.0,291.8715206666384,291.8715206666384,291.8715206666384,0.0,239.3096460000283,0.0,0.0,0.0,10012.056858176773,9746.157251510074,0
2025-02-01,34,360,0.9099,3065.9,0.0,3235.394966917591,0.0,279.5168536081183,279.5168536081183,279.5168536081183,0.0,231.46647972521504,0.0,0.0,0.0,9746.157251510074,9488.972274037613,0
2025-02-01,35,370,0.9368,3211.1231,0.0,3154.728548496853,57.82443333333333,282.55860966954987,0.0,0.0,0.0,535.1871833333333,0.0,0.0,0.0,9488.972274037613,8894.319848111687,6
2025-02-01,36,380,0.8758,3203.9961,3.8641,3189.673775064318,115.64886666666666,0.0,0.0,0.0,0.0,533.3553333333333,0.0,0.0,0.0,8894.319848111687,8301.70281107465,6
2025-02-01,37,390,0.8759,3027.12,0.0,3105.937605437734,173.4733,0.0,0.0,0.0,0.0,504.52,0.0,0.0,0.0,8301.70281107465,7741.125033296873,6
2025-02-01,38,400,0.8601,3117.3221,0.0,3191.1016308844946,231.29773333333333,0.0,0.0,0.0,0.0,519.5536833333333,0.0,0.0,0.0,7741.125033296873,7163.843162926502,6
2025-02-01,39,410,0.8442,3398.49,89.6095,3498.593490839452,289.12216666666666,0.0,0.0,0.0,0.0,551.4800833333333,0.0,0.0,0.0,7163.843162926502,6551.0875147783545,6
2025-02-01,40,420,0.8334,3652.75,340.5,3732.2465380061667,346.9466,0.0,0.0,0.0,0.0,552.0416666666666,0.0,0.0,0.0,6551.0875147783545,5937.707885148725,6
2025-02-01,41,430,0.8092,3703.2843,615.936,3558.0739106896735,634.1415666666667,0.0,0.0,0.0,0.0,514.5580499999999,0.0,0.0,0.0,5937.707885148725,5365.9767184820585,6
2025-02-01,42,440,0.7972,3572.3788,884.9275,3601.147180897328,921.3365333333333,0.0,0.0,0.0,0.0,447.90855,0.0,0.0,0.0,5365.9767184820585,4868.300551815391,6
2025-02-01,43,450,0.7644,3477.22,1140.675,3901.3736542864717,1208.5315,0.0,0.0,0.0,0.0,389.4241666666667,0.0,0.0,0.0,4868.300551815391,4435.607033296873,6
2025-02-01,44,460,0.6899,3654.0022,1388.0797,3867.02721834823,1495.7264666666665,0.0,0.0,0.0,0.0,377.65374999999995,0.0,0.0,0.0,4435.607033296873,4015.991755519095,6
2025-02-01,45,470,0.86,3841.4201,1674.452,3685.5935667082576,1782.9214333333332,0.0,0.0,0.0,0.0,361.16134999999997,0.0,0.0,0.0,4015.991755519095,3614.7013666302064,6
2025-02-01,46,480,1.1617,3803.65,2004.1125,3598.998682337645,2070.1164,0.0,0.0,0.0,0.0,299.9229166666667,0.0,0.0,0.0,3614.7013666302064,3281.453681445021,6
2025-02-01,47,490,1.1683,3545.4639,2332.1065,3654.9640843612187,2374.2028999999998,0.0,0.0,0.0,0.0,202.22623333333337,0.0,0.0,0.0,3281.453681445021,3056.7578666302065,6
2025-02-01,48,500,1.0956,3411.349,2632.5934,3726.5325367739783,2678.2894,0.0,0.0,0.0,0.0,129.7926,0.0,0.0,0.0,3056.7578666302065,2912.5438666302066,6
2025-02-01,49,510,1.0849,3445.37,2927.6625,3742.257056297726,2982.3759,0.0,0.0,0.0,0.0,86.28458333333339,0.0,0.0,0.0,2912.5438666302066,2816.6721073709473,6
2025-02-01,50,520,1.061,3467.1139,3251.299,3750.072932149974,3286.4624000000003,0.0,0.0,0.0,0.0,35.96915000000001,0.0,0.0,0.0,2816.6721073709473,2776.706385148725,6
2025-02-01,51,530,1.043,3894.4802,3519.7566,3878.5994962163627,3590.5489000000002,0.0,0.0,0.0,0.0,62.453933333333225,0.0,0.0,0.0,2776.706385148725,2707.313125889466,6
2025-02-01,52,540,1.036,4422.76,3731.7,4123.306789154909,3894.6354,0.0,0.0,0.0,0.0,115.17666666666673,0.0,0.0,0.0,2707.313125889466,2579.339051815392,6
2025-02-01,53,550,1.0147,4267.5205,3992.5758,4320.440745261373,4224.233683333334,0.0,0.0,0.0,0.0,45.824116666666555,0.0,0.0,0.0,2579.339051815392,2528.423366630207,6
2025-02-01,54,560,0.9922,4190.1702,4378.3332,4292.37636751624,4553.831966666667,0.0,0.0,0.0,31.360500000000116,0.0,0.0,0.0,0.0,2528.423366630207,2556.647816630207,6
2025-02-01,55,570,0.97,4418.32,4788.525,4178.954605817669,4883.430249999999,0.0,0.0,0.0,61.70083333333332,0.0,0.0,0.0,0.0,2556.647816630207,2612.178566630207,6
2025-02-01,56,580,0.9422,4399.2754,5029.9241,4296.95691884766,5213.028533333333,0.0,0.0,0.0,105.10811666666666,0.0,0.0,0.0,0.0,2612.178566630207,2706.775871630207,6
2025-02-01,57,590,0.9569,4182.7342,5203.9177,4403.558542156952,5542.626816666667,0.0,0.0,0.0,170.19725000000005,0.0,0.0,0.0,0.0,2706.775871630207,2859.953396630207,6
2025-02-01,58,600,0.9977,4071.53,5364.1125,4332.680061601001,5872.2251,0.0,0.0,0.0,215.4304166666667,0.0,0.0,0.0,0.0,2859.953396630207,3053.840771630207,6
2025-02-01,59,610,0.9919,4268.5932,5471.099,4185.636726919782,6026.529466666667,0.0,0.0,0.0,200.41763333333324,0.0,0.0,0.0,0.0,3053.840771630207,3234.216641630207,6
2025-02-01,60,620,0.9588,4240.2423,5601.7634,4234.551973501045,6180.833833333333,0.0,0.0,0.0,226.92018333333328,0.0,0.0,0.0,0.0,3234.216641630207,3438.444806630207,6
2025-02-01,61,630,0.9549,4001.96,5755.3125,4378.883243454119,6335.138199999999,0.0,0.0,0.0,292.22541666666666,0.0,0.0,0.0,0.0,3438.444806630207,3701.447681630207,6
2025-02-01,62,640,0.9839,4072.3226,5878.849,4271.896449615088,6489.442566666667,0.0,0.0,0.0,301.0877333333334,0.0,0.0,0.0,0.0,3701.447681630207,3972.426641630207,6
2025-02-01,63,650,0.799,4068.783,6128.0874,4217.027242356093,6643.746933333334,0.0,0.0,0.0,343.2174000000001,0.0,0.0,0.0,0.0,3972.426641630207,4281.322301630207,6
2025-02-01,64,660,0.5025,3917.55,6361.65,4301.247939667351,6798.0513,0.0,0.0,0.0,407.3499999999998,0.0,0.0,0.0,0.0,4281.322301630207,4647.937301630207,6
2025-02-01,65,670,0.4662,3946.1661,6277.0669,4279.409184563276,6827.5108,0.0,0.0,0.0,388.4834666666666,0.0,0.0,0.0,0.0,4647.937301630207,4997.572421630207,6
2025-02-01,66,680,0.5007,3936.6103,6308.0507,4120.777966381255,6856.9703,493.58368171581105,0.0,0.0,395.2400666666666,0.0,0.0,0.0,0.0,4997.572421630207,5353.288481630207,6
2025-02-01,67,690,0.4827,3927.21,6594.375,4050.992088060449,6886.4298,493.58368171581105,0.0,0.0,444.52750000000003,0.0,0.0,0.0,0.0,5353.288481630207,5753.363231630206,6
2025-02-01,68,700,0.4785,4153.2513,6817.8939,4285.734256921447,6915.8893,493.58368171581105,0.0,0.0,444.10710000000006,0.0,0.0,0.0,0.0,5753.363231630206,6153.0596216302065,6
2025-02-01,69,710,0.4662,4080.8969,6770.5009,4241.624974514327,6945.3488,493.58368171581105,0.0,0.0,448.2673333333332,0.0,0.0,0.0,0.0,6153.0596216302065,6556.500221630206,6
2025-02-01,70,720,0.4432,3840.2,6603.9375,3928.8230629229024,6974.8083,493.58368171581105,0.0,0.0,460.6229166666667,0.0,0.0,0.0,0.0,6556.500221630206,6971.0608466302065,6
2025-02-01,71,730,0.4411,4061.0483,6632.8992,3787.2911214695737,6552.000183333334,493.58368171581105,0.0,0.0,428.6418166666666,0.0,0.0,0.0,0.0,6971.0608466302065,7356.838481630207,12
2025-02-01,72,740,0.4551,3978.5628,6536.8864,3863.5828603000728,6500.062866666667,0.0,0.0,0.0,426.38726666666673,0.0,0.0,0.0,0.0,7356.838481630207,7740.587021630206,12
2025-02-01,73,750,0.4463,3564.13,6314.475,3843.9492249289506,6448.125550000001,0.0,0.0,0.0,458.3908333333335,0.0,0.0,0.0,0.0,7740.587021630206,8153.138771630207,12
2025-02-01,74,760,0.4113,3606.685,6312.5866,3853.622288851551,6396.188233333333,0.0,0.0,0.0,450.9835999999999,0.0,0.0,0.0,0.0,8153.138771630207,8559.024011630207,12
2025-02-01,75,770,0.5682,3800.0122,6353.9385,3881.0718345558316,6344.250916666667,0.0,0.0,0.0,425.65438333333327,0.0,0.0,0.0,0.0,8559.024011630207,8942.112956630206,12
2025-02-01,76,780,0.8279,3832.09,6313.35,3923.758386320901,6292.3136,0.0,0.0,0.0,413.5433333333334,0.0,0.0,0.0,0.0,8942.112956630206,9314.301956630206,12
2025-02-01,77,790,0.8636,3716.2454,6246.1375,3978.5964529679786,6111.276666666667,0.0,0.0,0.0,421.6486833333332,0.0,0.0,0.0,0.0,9314.301956630206,9693.785771630206,12
2025-02-01,78,800,0.8416,3639.0264,6175.373,3869.3889666545883,5930.239733333334,0.0,0.0,0.0,422.7244333333333,0.0,0.0,0.0,0.0,9693.785771630206,10074.237761630206,12
2025-02-01,79,810,0.8618,3642.08,6103.6875,3736.2455893179513,5749.2028,0.0,0.0,0.0,410.2679166666667,0.0,0.0,0.0,0.0,10074.237761630206,10443.478886630206,12
2025-02-01,80,820,0.8623,3637.91,5992.7643,3884.6757054436325,5568.165866666666,0.0,0.0,0.0,392.4757166666667,0.0,0.0,0.0,0.0,10443.478886630206,10796.707031630205,12
2025-02-01,81,830,0.9026,3749.5633,5691.8061,3868.622999619238,5387.128933333333,0.0,0.0,0.0,3.6588537442164832,0.0,0.0,320.0482795891169,0.0,10796.707031630205,10800.0,12
2025-02-01,82,840,0.9754,3849.87,5251.125,3669.6032307061378,5206.092,0.0,0.0,0.0,0.0,0.0,0.0,233.54250000000002,0.0,10800.0,10800.0,12
2025-02-01,83,850,1.0002,3676.3403,4893.7405,3701.441777210642,4944.09785,0.0,0.0,0.0,0.0,0.0,0.0,202.90003333333334,0.0,10800.0,10800.0,12
2025-02-01,84,860,0.9978,3619.6065,4617.2194,3650.50766186432,4682.1037,0.0,0.0,0.0,0.0,0.0,0.0,166.26881666666668,0.0,10800.0,10800.0,12
2025-02-01,85,870,1.0271,3664.87,4364.4,3491.942380890442,4420.10955,0.0,0.0,0.0,0.0,0.0,0.0,116.58833333333337,0.0,10800.0,10800.0,12
2025-02-01,86,880,1.0906,3429.7385,4104.4044,3529.4924357312325,4158.1154,0.0,0.0,0.0,0.0,0.0,0.0,112.44431666666674,0.0,10800.0,10800.0,12
2025-02-01,87,890,0.9376,3327.5652,3890.1686,3492.5643175817822,3896.12125,0.0,0.0,0.0,0.0,0.0,0.0,93.76723333333337,0.0,10800.0,10800.0,12
2025-02-01,88,900,0.6694,3473.54,3688.35,3439.80053445967,3634.1271,0.0,0.0,0.0,0.0,0.0,0.0,35.80166666666673,0.0,10800.0,10800.0,12
2025-02-01,89,910,0.66,3562.932,3392.3571,3690.519431227854,3348.4567,0.0,62.31992809576418,62.31992809576418,0.0,0.0,0.0,33.89077809576429,0.0,10800.0,10800.0,12
2025-02-01,90,920,0.7217,3620.2202,3032.6158,3723.8789061742036,3062.7863,242.63708579261566,119.44158199108378,119.44158199108378,0.0,0.0,0.0,21.507515324417113,0.0,10800.0,10800.0,12
2025-02-01,91,930,0.7308,3651.93,2703.825,3472.721338938647,2777.1159000000002,256.83748947928905,125.62103489796004,125.62103489796004,0.0,32.39646510203988,0.0,0.0,0.0,10800.0,10764.0039276644,12
2025-02-01,92,940,0.7534,3580.7319,2481.7698,3400.983670468416,2491.4455,306.21713549665736,163.9252578155752,163.9252578155752,0.0,19.235092184424843,0.0,0.0,0.0,10764.0039276644,10742.63160301504,12
2025-02-01,93,950,0.7823,3420.6657,2255.8374,3424.5621676886517,2205.7751,374.29383523834235,219.29564743032284,219.29564743032284,25.157597430322767,0.0,0.0,0.0,0.0,10742.63160301504,10765.273440702329,12
2025-02-01,94,960,0.8055,3292.5,1973.5875,3394.471815714261,1920.1047,431.8707292044268,265.0567381379662,265.0567381379662,38.58506588630108,0.0,0.0,6.652922251665146,0.0,10765.273440702329,10800.0,12
2025-02-01,95,970,0.8271,3324.4944,1687.0443,3295.695637446332,1656.08185,445.69892924006285,273.3077964186956,273.3077964186956,0.0,0.0,0.0,0.3994464186955611,0.0,10800.0,10800.0,12
2025-02-01,96,980,0.8519,3354.2164,1442.6491,3320.1482534344236,1392.0590000000002,425.26561510697724,321.21854834087645,321.21854834087645,0.0,0.0,0.0,2.623998340876483,0.0,10800.0,10800.0,12
2025-02-01,97,990,0.8791,3378.64,1214.175,3459.925861519305,1128.03615,478.5543445908211,388.2827733941306,388.2827733941306,0.0,0.0,0.0,27.538606727463844,0.0,10800.0,10800.0,12
2025-02-01,98,1000,0.9024,3481.7178,933.1142,3457.0628624749334,864.0133000000001,507.2804158458063,431.6568772830395,431.6568772830395,0.0,0.0,0.0,6.889610616372806,0.0,10800.0,10800.0,12
2025-02-01,99,1010,0.9163,3196.9081,640.2688,3078.6994351976386,599.99045,471.32247757278634,412.6668983127046,412.6668983127046,0.0,13.439651687295509,0.0,0.0,0.0,10800.0,10785.067053680783,12
2025-02-01,100,1020,0.9264,2680.68,358.2375,2616.0455810634985,335.9676,420.8546747858307,379.6777471191076,379.6777471191076,0.0,7.396002880892354,0.0,0.0,0.0,10785.067053680783,10776.849272702013,12
2025-02-01,101,1030,0.9462,2601.2611,95.3846,2622.4349836900074,279.973,429.4068233312386,394.0068930195608,394.0068930195608,0.0,23.639190313772588,0.0,0.0,0.0,10776.849272702013,10750.58350568671,12
2025-02-01,102,1040,0.9742,2638.6848,0.0,2662.7617278800217,223.97840000000002,407.7648382217092,410.16694748045717,410.16694748045717,0.0,29.61385251954283,0.0,0.0,0.0,10750.58350568671,10717.679225109441,12
2025-02-01,103,1050,0.9862,2616.82,0.0,2577.413420297677,167.9838,401.1226140079843,405.2422081389448,405.2422081389448,0.0,30.894458527721895,0.0,0.0,0.0,10717.679225109441,10683.352048967528,12
2025-02-01,104,1060,0.976,2675.971,4.1367,2627.5372198347886,111.98920000000001,415.9364004679901,423.04593721107983,423.04593721107983,0.0,22.259779455586795,0.0,0.0,0.0,10683.352048967528,10658.618960683543,12
2025-02-01,105,1070,1.0742,2639.3558,0.0,2653.9160751485715,55.99460000000005,427.0018319831597,436.86592212924035,436.86592212924035,0.0,3.026711204092976,0.0,0.0,0.0,10658.618960683543,10655.255948234551,12
2025-02-01,106,1080,1.2313,2570.82,0.0,2605.987368716547,0.0,426.3145556962255,438.2191557290242,438.2191557290242,9.749155729024153,0.0,0.0,0.0,0.0,10655.255948234551,10664.030188390672,12
2025-02-01,107,1090,1.2561,2725.1073,0.297,2606.200172364027,0.0,428.1440322124911,20.566544574996808,20.566544574996808,0.0,433.5685054250032,0.0,0.0,0.0,10664.030188390672,10182.287404585113,18
2025-02-01,108,1100,1.2447,2833.5919,0.0,2684.7445165911236,0.0,0.0,21.184945022922115,21.184945022922115,0.0,451.0803716437445,0.0,0.0,0.0,10182.287404585113,9681.086991647619,18
2025-02-01,109,1110,1.2545,2725.01,0.0,2761.9376759522447,0.0,0.0,21.792707234134497,21.792707234134497,0.0,432.3756260991988,0.0,0.0,0.0,9681.086991647619,9200.669629315176,18
2025-02-01,110,1120,1.2522,2510.2571,0.0213,2787.6588534383636,0.0,0.0,21.995216884384973,21.995216884384973,0.0,396.37741644894834,0.0,0.0,0.0,9200.669629315176,8760.250277705234,18
2025-02-01,111,1130,1.2881,2484.4934,0.0,2891.240910490613,0.0,0.0,22.810745884066115,22.810745884066115,0.0,391.27148744926717,0.0,0.0,0.0,8760.250277705234,8325.504180539381,18
2025-02-01,112,1140,1.3466,2592.83,0.0,2935.339312109374,0.0,0.0,23.157944292585317,23.157944292585317,0.0,408.980389040748,0.0,0.0,0.0,8325.504180539381,7871.081526049661,18
2025-02-01,113,1150,1.3523,2544.0862,0.0015,2646.2290675920517,0.0,0.0,0.0,0.0,0.0,424.0141166666667,0.0,0.0,0.0,7871.081526049661,7399.9547297533645,18
2025-02-01,114,1160,1.3445,2654.4748,0.0,2434.4988527339383,0.0,0.0,0.0,0.0,0.0,442.41246666666666,0.0,0.0,0.0,7399.9547297533645,6908.385322345957,18
2025-02-01,115,1170,1.3483,2902.48,0.0,2481.0528412980143,0.0,0.0,0.0,0.0,0.0,483.74666666666667,0.0,0.0,0.0,6908.385322345957,6370.889026049661,18
2025-02-01,116,1180,1.349,2887.1068,0.0,2598.265087237583,0.0,0.0,0.0,0.0,0.0,481.18446666666665,0.0,0.0,0.0,6370.889026049661,5836.239618642254,18
2025-02-01,117,1190,1.3473,2668.5956,0.0,2738.9370747841276,0.0,0.0,0.0,0.0,0.0,444.76593333333335,0.0,0.0,0.0,5836.239618642254,5342.055248271883,18
2025-02-01,118,1200,1.3482,2508.57,0.0,2845.0753897294853,0.0,0.0,0.0,0.0,0.0,418.095,0.0,0.0,0.0,5342.055248271883,4877.505248271883,18
2025-02-01,119,1210,1.3513,2620.4431,0.0,2843.858536929386,0.0,0.0,0.0,0.0,0.0,436.7405166666667,0.0,0.0,0.0,4877.505248271883,4392.238007531142,18
2025-02-01,120,1220,1.34,2716.1871,0.0,2801.449641769322,0.0,0.0,0.0,0.0,0.0,452.69785,0.0,0.0,0.0,4392.238007531142,3889.240396420031,18
2025-02-01,121,1230,1.3489,2699.81,0.0,2749.3603751069313,0.0,0.0,0.0,0.0,0.0,449.9683333333333,0.0,0.0,0.0,3889.240396420031,3389.2755816052163,18
2025-02-01,122,1240,1.3952,2730.4002,0.0,2697.59409026425,0.0,0.0,0.0,0.0,0.0,455.0667,0.0,0.0,0.0,3389.2755816052163,2883.6459149385496,18
2025-02-01,123,1250,1.2226,2724.0742,0.0,2834.2529857941113,0.0,0.0,0.0,0.0,0.0,454.01236666666665,0.0,0.0,0.0,2883.6459149385496,2379.1877297533647,18
2025-02-01,124,1260,0.9332,2756.43,0.0,3036.210044615507,0.0,0.0,0.0,0.0,0.0,459.405,0.0,0.0,0.0,2379.1877297533647,1868.7377297533649,18
2025-02-01,125,1270,0.9068,2984.5246,0.0,2954.6420930674217,0.0,0.0,466.55060664776653,466.55060664776653,0.0,30.87016001890015,0.0,0.0,0.0,1868.7377297533649,1834.437551954587,18
2025-02-01,126,1280,0.9371,3019.6988,0.0,2761.367621152779,0.0,531.5650588585792,436.09359114682206,436.09359114682206,0.0,67.18954218651129,0.0,0.0,0.0,1834.437551954587,1759.7825050806855,18
2025-02-01,127,1290,0.9371,2865.34,0.0,2701.580874177772,0.0,520.0215372521517,426.67214059864494,426.67214059864494,0.0,50.88452606802173,0.0,0.0,0.0,1759.7825050806855,1703.2441427828835,18
2025-02-01,128,1300,0.9871,2874.8157,0.0,2838.3380144935636,0.0,545.5090016962286,448.22291396876926,448.22291396876926,0.0,30.913036031230774,0.0,0.0,0.0,1703.2441427828835,1668.8963249704047,18
2025-02-01,129,1310,0.7764,2701.2246,0.0,2770.5427839425643,0.0,532.4721165831368,437.53945242660643,437.53945242660643,0.0,12.664647573393552,0.0,0.0,0.0,1668.8963249704047,1654.824494333301,18
2025-02-01,130,1320,0.4209,2352.51,0.0,2472.9272810151915,0.0,476.1509226961316,390.63993229761815,390.63993229761815,0.0,1.4450677023818912,0.0,0.0,0.0,1654.824494333301,1653.2188635528767,18
2025-02-01,131,1330,0.3859,2230.6189,0.0,2334.842411006134,0.0,449.8878543266669,1086.319456726867,1086.319456726867,714.5496400602003,0.0,0.0,0.0,0.0,1653.2188635528767,2296.313539607057,18
2025-02-01,132,1340,0.4368,2181.4693,0.0,2432.1683905307304,0.0,1242.9636437527004,1131.4857202504018,1131.4857202504018,767.907503583735,0.0,0.0,0.0,0.0,2296.313539607057,2987.4302928324187,18
2025-02-01,133,1350,0.4198,2154.94,0.0,2594.384255268631,0.0,1323.4911794208742,1206.7655636204702,1206.7655636204702,833.3333,0.0,0.0,0.0,14.275596953803415,2987.4302928324187,3737.4302628324185,18
2025-02-01,134,1360,0.4186,2292.3043,0.0,2570.2033024314774,0.0,1310.7775765968413,1195.5438600894306,1195.5438600894306,813.493143422764,0.0,0.0,0.0,0.0,3737.4302628324185,4469.574091912906,18
2025-02-01,135,1370,0.4241,2503.0105,0.0,2434.7615923729422,0.0,1242.4146014417665,1132.6891526571153,1132.6891526571153,715.5207359904487,0.0,0.0,0.0,0.0,4469.574091912906,5113.54275430431,18
