date,series,issue_hour,mae_kw,rmse_kw
2025-11-11,pv_raw,0,153.02400833333334,277.5192285522363
2025-11-11,pv_corrected,0,138.67492916666671,272.2144116545641
2025-11-11,pv_raw,6,58.480549999999944,113.79967715708808
2025-11-11,pv_corrected,6,64.92146249999995,129.05584553232006
2025-11-11,pv_raw,12,186.2405625,411.24331227672724
2025-11-11,pv_corrected,12,206.13244583333335,452.1513787982189
2025-11-11,pv_raw,18,70.13998333333339,139.2248232096413
2025-11-11,pv_corrected,18,82.87695416666674,152.69647469611505
2025-11-12,load_day_ahead,0,124.49393480478966,156.4085295690524
2025-11-12,pv_raw,0,101.01300416666668,196.08961262586575
2025-11-12,pv_corrected,0,105.30855416666668,184.8484563503316
2025-11-12,pv_raw,6,162.8360708333334,309.79044390097744
2025-11-12,pv_corrected,6,170.39342500000004,326.6070984924738
2025-11-12,pv_raw,12,109.70495833333332,211.33457917184705
2025-11-12,pv_corrected,12,110.90096250000003,211.93472853504045
2025-11-12,pv_raw,18,179.63629583333338,332.10476442533235
2025-11-12,pv_corrected,18,169.36077916666673,333.96981041788115
2025-11-13,load_day_ahead,0,136.587419740689,168.05496770065866
2025-11-13,pv_raw,0,246.40438749999996,444.67124426470906
2025-11-13,pv_corrected,0,274.8458958333334,514.772809142915
2025-11-13,pv_raw,6,67.36428749999997,136.12450425565527
2025-11-13,pv_corrected,6,70.11914166666664,139.34739019151917
2025-11-13,pv_raw,12,123.82161666666663,224.94574574272158
2025-11-13,pv_corrected,12,142.01777083333334,275.2378184723706
2025-11-13,pv_raw,18,136.4261416666667,255.55964327651748
2025-11-13,pv_corrected,18,121.72134583333333,237.54932129131885
2025-11-14,load_day_ahead,0,117.733222930167,145.48945373464343
2025-11-14,pv_raw,0,96.57056249999998,210.03153404361
2025-11-14,pv_corrected,0,120.09607916666666,257.00256296723893
2025-11-14,pv_raw,6,204.69607083333335,371.3075604495938
2025-11-14,pv_corrected,6,206.49155000000005,373.332531762343
2025-11-14,pv_raw,12,200.50398333333328,424.99662191620706
2025-11-14,pv_corrected,12,195.32912499999995,412.9661902094154
2025-11-14,pv_raw,18,230.070075,462.23892223031874
2025-11-14,pv_corrected,18,215.58867083333337,420.11361593722825
2025-11-15,load_day_ahead,0,122.40046790610677,150.9174709502917
2025-11-15,pv_raw,0,176.20741666666672,329.9706248772104
2025-11-15,pv_corrected,0,161.8902333333334,321.9627947315834
2025-11-15,pv_raw,6,49.094566666666644,112.9091977937286
2025-11-15,pv_corrected,6,57.55947916666664,127.29344726482216
2025-11-15,pv_raw,12,132.33298333333337,304.80677023392894
2025-11-15,pv_corrected,12,99.56106666666672,221.1445596619947
