policy_id,a_kwh,cancellation_cost_yuan,charge_bus_kwh,date,discharge_bus_kwh,effective_issue,emergency_cost_yuan,emergency_kwh,g0_kwh,grid_unused_kwh,grid_used_kwh,increase_cost_yuan,load_kw,physical_interval_end,physical_interval_start,price_yuan_per_kwh,pv_actual_kw,pv_curtailment_kwh,retained_cost_yuan,slot_id,soc_end_kwh,soc_roundoff_adjustment_kwh,soc_start_kwh,total_cost_yuan
P3_MAIN_MEAN_ROLLOUT_061218,522.96000000000004,0,74.934033333333389,2025-02-01,0,2025-02-01T00:00:00,0,0,522.96000000000004,-0,522.96000000000004,0,2688.1558,2025-02-01T01:50:00,2025-02-01T01:40:00,0.43330000000000002,0,0,226.59856800000003,11,10647.784814999999,0,10580.344184999998,226.59856800000003
P3_MAIN_MEAN_ROLLOUT_061218,529.94999999999993,0,132.54666666666657,2025-02-01,0,2025-02-01T00:00:00,0,0,529.94999999999993,-0,529.94999999999993,0,2384.4200000000001,2025-02-01T02:00:00,2025-02-01T01:50:00,0.43109999999999998,0,0,228.46144499999997,12,10767.076814999999,0,10647.784814999999,228.46144499999997
P3_MAIN_MEAN_ROLLOUT_061218,523.86511666666672,0,36.581316666668293,2025-02-01,0,2025-02-01T00:00:00,0,0,523.86511666666672,53.193166666665149,470.67195000000157,0,2604.5437999999999,2025-02-01T02:10:00,2025-02-01T02:00:00,0.42930000000000001,0,0,224.89529458500004,13,10800,0,10767.076814999999,224.89529458500004
P3_MAIN_MEAN_ROLLOUT_061218,544.55314999999996,0,0,2025-02-01,-0,2025-02-01T00:00:00,0,0,544.55314999999996,53.992233333333331,490.56091666666663,0,2943.3654999999999,2025-02-01T02:20:00,2025-02-01T02:10:00,0.43240000000000001,0,0,235.46478205999998,14,10800,0,10800,235.46478205999998
P3_MAIN_MEAN_ROLLOUT_061218,533.45333333333338,0,0,2025-02-01,-0,2025-02-01T00:00:00,0,0,533.45333333333338,30.233333333333348,503.22000000000003,0,3019.3200000000002,2025-02-01T02:30:00,2025-02-01T02:20:00,0.43669999999999998,0,0,232.95907066666666,15,10800,0,10800,232.95907066666666
P3_MAIN_MEAN_ROLLOUT_061218,510.5498,0,0,2025-02-01,-0,2025-02-01T00:00:00,0,0,510.5498,36.476983333333294,474.07281666666671,0,2844.4369000000002,2025-02-01T02:40:00,2025-02-01T02:30:00,0.43480000000000002,0,0,221.98705304000001,16,10800,0,10800,221.98705304000001
P3_MAIN_MEAN_ROLLOUT_061218,532.9919000000001,0,0,2025-02-01,-0,2025-02-01T00:00:00,0,0,532.9919000000001,71.60750000000013,461.38439999999997,0,2768.3063999999999,2025-02-01T02:50:00,2025-02-01T02:40:00,0.4335,0,0,231.05198865000006,17,10800,0,10800,231.05198865000006
P3_MAIN_MEAN_ROLLOUT_061218,543.80166666666662,0,0,2025-02-01,-0,2025-02-01T00:00:00,0,0,543.80166666666662,66.859999999999957,476.94166666666666,0,2861.6500000000001,2025-02-01T03:00:00,2025-02-01T02:50:00,0.43569999999999998,0,0,236.93438616666663,18,10800,0,10800,236.93438616666663
P3_MAIN_MEAN_ROLLOUT_061218,546.92023333333327,0,0,2025-02-01,-0,2025-02-01T00:00:00,0,0,546.92023333333327,63.520683333333238,483.39955000000003,0,2900.3973000000001,2025-02-01T03:10:00,2025-02-01T03:00:00,0.43740000000000001,0,0,239.22291005999998,19,10800,0,10800,239.22291005999998
P3_MAIN_MEAN_ROLLOUT_061218,538.62671666666665,0,0,2025-02-01,-0,2025-02-01T00:00:00,0,0,538.62671666666665,52.024799999999971,486.60191666666668,0,2919.6115,2025-02-01T03:20:00,2025-02-01T03:10:00,0.43709999999999999,0,0,235.43373785499998,20,10800,0,10800,235.43373785499998
P3_MAIN_MEAN_ROLLOUT_061218,545.02499999999998,0,0,2025-02-01,-0,2025-02-01T00:00:00,0,0,545.02499999999998,46.17666666666662,498.84833333333336,0,2993.0900000000001,2025-02-01T03:30:00,2025-02-01T03:20:00,0.43559999999999999,0,0,237.41288999999998,21,10800,0,10800,237.41288999999998
P3_MAIN_MEAN_ROLLOUT_061218,526.96678333333341,0,0,2025-02-01,-0,2025-02-01T00:00:00,0,0,526.96678333333341,8.6570500000000266,518.30973333333338,0,3109.8584000000001,2025-02-01T03:40:00,2025-02-01T03:30:00,0.43530000000000002,0,0,229.38864078500004,22,10800,0,10800,229.38864078500004
P3_MAIN_MEAN_ROLLOUT_061218,547.32925000000012,0,0,2025-02-01,-0,2025-02-01T00:00:00,0,0,547.32925000000012,38.195783333333452,509.13346666666666,0,3054.8008,2025-02-01T03:50:00,2025-02-01T03:40:00,0.436,0,0,238.63555300000004,23,10800,0,10800,238.63555300000004
