slot_id,time_mark,变量,样本数,均值,标准差,P10,P50,P90
23,3:50,load_kw,365,3546.3976487671234,503.6012349180989,2730.53048,3642.9442,4176.27764
24,4:00,load_kw,365,3560.2070136986304,501.55917477633807,2744.682,3640.17,4183.6900000000005
25,4:10,load_kw,365,3561.95808109589,508.28524739248303,2727.93294,3627.8981,4190.68678
26,4:20,load_kw,365,3556.718350410959,513.4425382442083,2705.57586,3639.6836,4185.8958
27,4:30,load_kw,365,3560.027205479452,513.2224864716969,2710.204,3644.65,4187.874
28,4:40,load_kw,365,3580.6539621917814,508.6773337421332,2735.37614,3659.6071,4219.98626
29,4:50,load_kw,365,3586.915965753425,502.5405472128204,2760.09678,3663.3583,4201.744020000001
30,5:00,load_kw,365,3571.2634794520545,500.72297396216953,2739.168,3659.6,4163.55
31,5:10,load_kw,365,3562.317054794521,514.5326210837467,2709.6109,3655.9561,4204.93414
32,5:20,load_kw,365,3591.380909041096,524.421470392254,2722.6257,3668.3357,4232.62906
33,5:30,load_kw,365,3579.7045479452054,496.0126313546111,2753.3920000000003,3675.03,4154.612
34,5:40,load_kw,365,3486.1190468493146,444.63335687037176,2743.36058,3550.4264,4030.32866
35,5:50,load_kw,365,3823.899358356165,637.7378393716799,2753.49028,4013.7353,4520.86206
36,6:00,load_kw,365,4398.072712328767,988.1743625878303,2750.25,4805.33,5348.7660000000005
37,6:10,load_kw,365,4454.012273424658,1029.7694330436336,2711.1058,4905.4054,5415.5127600000005
38,6:20,load_kw,365,4371.791907945205,968.7580585070065,2734.19524,4797.6279,5288.1089600000005
39,6:30,load_kw,365,4392.952958904109,979.8983076019781,2754.328,4816.28,5355.612
40,6:40,load_kw,365,4384.595549863014,1005.0072042079572,2692.74204,4817.7937,5363.58924
41,6:50,load_kw,365,4434.775704657534,916.6727617321188,2874.3243,4815.4282,5340.63064
42,7:00,load_kw,365,4523.45605479452,767.784674157186,3216.826,4792.84,5332.534000000001
43,7:10,load_kw,365,4524.072086027397,746.1905256095446,3277.2299199999998,4791.268,5325.57502
44,7:20,load_kw,365,4545.886743561644,791.2253912384964,3214.85174,4835.3889,5381.38324
45,7:30,load_kw,365,4523.241780821918,777.3354103605415,3203.062,4799.88,5348.724
46,7:40,load_kw,365,4383.356639178082,700.2952102025499,3215.5433199999998,4608.2702,5144.8796
47,7:50,load_kw,365,4910.459873150685,1018.5420866460855,3192.32022,5342.3413,5889.218800000001
48,8:00,load_kw,365,5799.732684931506,1562.6515394862367,3216.416,6582.74,7182.272
49,8:10,load_kw,365,5884.82604520548,1617.0787927754554,3195.52768,6707.1785,7253.51984
50,8:20,load_kw,365,5748.071280547944,1535.9949854272381,3208.68976,6532.3389,7049.96872
51,8:30,load_kw,365,5769.05805479452,1572.8366601049543,3138.134,6560.48,7116.308000000001
52,8:40,load_kw,365,5754.210487671232,1594.2526397739318,3126.5625,6563.5191,7121.81982
53,8:50,load_kw,365,5824.180742465754,1453.8084412232595,3410.2878800000003,6539.8425,7102.7438
54,9:00,load_kw,365,5954.2601095890395,1253.5131363417404,3856.16,6545.14,7065.18
55,9:10,load_kw,365,5958.969631232876,1236.3998898181214,3890.8936200000003,6540.6298,7079.06244
56,9:20,load_kw,365,5929.5553975342455,1258.8571422467328,3834.38328,6523.8899,7045.81782
57,9:30,load_kw,365,5923.782767123287,1239.9854278629152,3858.688,6528.87,7026.764
58,9:40,load_kw,365,5907.58598958904,1242.959876589482,3798.3205,6503.5749,7013.202200000001
59,9:50,load_kw,365,5899.126155342466,1253.979531092887,3804.08848,6503.6566,7024.1796
60,10:00,load_kw,365,5902.219589041097,1256.4783948067072,3818.884,6480.73,7037.662
61,10:10,load_kw,365,5897.479282465753,1255.7406486224563,3795.68398,6479.0144,7007.10034
62,10:20,load_kw,365,5886.756810136986,1250.789664827429,3790.63414,6486.7084,7005.4919
63,10:30,load_kw,365,5873.470767123288,1245.4517400638138,3794.154,6451.51,6984.822
64,10:40,load_kw,365,5858.030780547945,1245.5607827717456,3761.5299999999997,6433.349,6976.52072
65,10:50,load_kw,365,5844.994823287671,1250.1937652296222,3741.93642,6428.5835,6952.00482
66,11:00,load_kw,365,5839.058739726029,1252.796883317944,3756.842,6435.03,6942.09
67,11:10,load_kw,365,5838.710330410958,1250.4592457681185,3770.36582,6427.534,6935.39526
68,11:20,load_kw,365,5823.4377547945205,1254.8706985881286,3740.51898,6390.6269,6940.063260000001
69,11:30,load_kw,365,5814.793232876713,1269.1848384899288,3691.414,6413.25,6952.576
70,11:40,load_kw,365,5832.395147123288,1269.8777918469182,3707.83426,6429.2379,6950.76454
71,11:50,load_kw,365,5712.900999178082,1194.1257889026415,3690.8149,6261.7595,6814.44664
72,12:00,load_kw,365,5519.460657534247,1090.3996147577511,3700.994,5991.26,6542.3060000000005
73,12:10,load_kw,365,5494.790748767124,1075.8975217424604,3664.52004,5956.0462,6506.183
74,12:20,load_kw,365,5514.452445753424,1094.2411092028276,3679.2409,5986.4457,6520.24604
75,12:30,load_kw,365,5485.829041095891,1090.7146597894302,3664.132,5958.43,6474.634
76,12:40,load_kw,365,5462.36275890411,1069.1173938438903,3667.43758,5926.6448,6441.1549
77,12:50,load_kw,365,5566.10663890411,1139.3180465181533,3626.45376,6064.0725,6596.67698
78,13:00,load_kw,365,5725.754794520548,1259.1623841459461,3607.122,6299.59,6836.812
79,13:10,load_kw,365,5739.49567150685,1272.3120432155538,3596.22638,6331.239,6866.4697
80,13:20,load_kw,365,5714.68362520548,1248.7258491963682,3587.23174,6288.4228,6846.904640000001
81,13:30,load_kw,365,5717.850520547945,1249.219109732509,3615.916,6277.11,6898.6140000000005
82,13:40,load_kw,365,5708.248626575342,1260.7930829941738,3621.3147,6272.0999,6876.824660000001
83,13:50,load_kw,365,5696.918242739726,1267.6333799837184,3587.5238799999997,6242.4743,6866.1017600000005
84,14:00,load_kw,365,5692.298301369863,1264.053752002245,3577.288,6231.9,6904.55
85,14:10,load_kw,365,5687.129080000001,1264.871957047762,3562.30274,6233.7006,6871.06538
86,14:20,load_kw,365,5678.961982465754,1273.8400601856065,3515.13442,6227.9968,6922.61772
87,14:30,load_kw,365,5669.450767123288,1279.3854635378843,3503.564,6215.54,6967.826
88,14:40,load_kw,365,5664.194844383562,1266.6931905082229,3519.88734,6203.2927,6985.109020000001
89,14:50,load_kw,365,5672.701132876712,1268.2067877092186,3570.89434,6197.2913,6999.31712
90,15:00,load_kw,365,5682.254356164383,1283.1637621367418,3528.674,6208.4,7010.34
91,15:10,load_kw,365,5669.019524383562,1279.8890916116256,3518.21232,6198.6853,7012.40732
92,15:20,load_kw,365,5656.365147123288,1280.7727159825847,3508.29902,6177.4322,6998.370820000001
93,15:30,load_kw,365,5657.086712328767,1293.5665795825075,3507.674,6162.59,7045.4800000000005
94,15:40,load_kw,365,5662.600758904109,1294.763277245387,3485.97296,6156.8041,7021.3317799999995
95,15:50,load_kw,365,5669.259557534247,1294.4194045228066,3474.592,6168.1656,7096.38296
96,16:00,load_kw,365,5673.4767123287675,1299.2310178324533,3472.1079999999997,6171.98,7056.088000000001
97,16:10,load_kw,365,5671.014555616438,1306.5371141537623,3483.75406,6153.3743,7149.77828
98,16:20,load_kw,365,5661.5926443835615,1318.6817024913323,3453.60298,6149.898,7134.6084
99,16:30,load_kw,365,5665.892246575342,1311.8149942371365,3427.948,6137.72,7099.490000000001
100,16:40,load_kw,365,5689.037155342466,1279.9107068669437,3526.1055,6137.0216,7181.05256
101,16:50,load_kw,365,5603.661364383562,1404.9474480765214,3223.04946,6135.3278,7182.98988
102,17:00,load_kw,365,5466.712356164383,1617.3531641976151,2710.282,6135.32,7093.906
103,17:10,load_kw,365,5467.39386630137,1642.6663982981463,2694.66034,6134.1999,7141.416660000001
104,17:20,load_kw,365,5464.727020547944,1593.2727900041102,2795.22442,6100.2031,7118.524760000001
105,17:30,load_kw,365,5492.445808219178,1624.4240140288293,2733.366,6144.24,7236.7480000000005
106,17:40,load_kw,365,5621.730768767123,1710.675250900833,2724.39232,6293.4938,7464.52506
107,17:50,load_kw,365,5091.212649589041,1394.640501809635,2735.65676,5542.1147,6747.075860000001
108,18:00,load_kw,365,4208.568849315068,901.3352918850861,2719.41,4312.13,5497.674000000001
109,18:10,load_kw,365,4122.761076986301,845.8526549619462,2742.18226,4187.8237,5344.4939
110,18:20,load_kw,365,4255.93576849315,914.1181233233226,2756.73508,4353.6146,5569.93904
111,18:30,load_kw,365,4225.952410958904,913.3273461283909,2728.294,4305.3,5536.26
112,18:40,load_kw,365,4233.3384501369865,922.779329224861,2684.8127799999997,4321.2951,5527.7259
113,18:50,load_kw,365,4246.462453424658,919.4489102318593,2710.9832199999996,4325.326,5519.4756400000015
114,19:00,load_kw,365,4239.179452054796,906.9169014959032,2754.7000000000003,4309.28,5460.196
115,19:10,load_kw,365,4244.668373698631,923.3762976082264,2723.01422,4322.9231,5529.90978
116,19:20,load_kw,365,4251.918728219178,928.2806537691328,2711.07564,4337.6079,5588.78916
117,19:30,load_kw,365,4256.681287671233,910.7217226667395,2786.548,4333.93,5602.424000000002
118,19:40,load_kw,365,4267.394735068493,902.7921961033547,2796.44414,4343.0334,5618.61032
119,19:50,load_kw,365,4269.9750315068495,915.2981712516466,2731.24876,4356.8816,5654.04312
120,20:00,load_kw,365,4268.670164383562,929.1091588924764,2738.864,4350.97,5659.638
