价格变量,系统变量,样本数,Pearson,Spearman,解释标签
price_yuan_per_kwh,load_kw,52560,0.507721433049399,0.5797677586296475,EX_POST_DESCRIPTIVE_ONLY
price_yuan_per_kwh,pv_actual_kw,52560,0.02843021495125734,0.189438728179231,EX_POST_DESCRIPTIVE_ONLY
price_yuan_per_kwh,net_load_kw,52560,0.26016992023490054,0.26237580391957765,EX_POST_DESCRIPTIVE_ONLY
