policy,date,block_id,physical_interval,charge_bus_kwh,discharge_bus_kwh,soc_0_kwh,soc_24_kwh
MAIN,2025-03-10,3,8:00-12:00,5565.6911307471055,3880.41345,8906.325325397227,8800.542729308183
MAIN,2025-03-10,4,12:00-16:00,4749.317475025736,413.50975000000005,8906.325325397227,8800.542729308183
MAIN,2025-03-10,5,16:00-20:00,233.49218990314023,5856.14358747911,8906.325325397227,8800.542729308183
MAIN,2025-03-10,6,20:00-24:00,8454.693890482227,2444.884972937652,8906.325325397227,8800.542729308183
MAIN,2025-03-11,1,0:00-4:00,2007.0639095531665,8.10014844845,8800.542729308183,8859.371911592136
MAIN,2025-03-11,2,4:00-8:00,1110.3438196606494,4681.084039268845,8800.542729308183,8859.371911592136
MAIN,2025-03-11,3,8:00-12:00,6348.674500000001,2513.693883333333,8800.542729308183,8859.371911592136
MAIN,2025-03-11,4,12:00-16:00,2395.9504843745767,678.2886726019415,8800.542729308183,8859.371911592136
MAIN,2025-03-11,5,16:00-20:00,116.10583790079954,5756.487974906588,8800.542729308183,8859.371911592136
MAIN,2025-03-11,6,20:00-24:00,8442.016482338397,2849.7245947856336,8800.542729308183,8859.371911592136
MAIN,2025-03-12,1,0:00-4:00,1710.3281845363467,178.42513178692298,8859.371911592136,8865.575421776817
MAIN,2025-03-12,2,4:00-8:00,893.995770132859,5311.169238433586,8859.371911592136,8865.575421776817
MAIN,2025-03-12,3,8:00-12:00,6716.222716666667,2414.235483333334,8859.371911592136,8865.575421776817
MAIN,2025-03-12,4,12:00-16:00,3089.2614148216426,401.54941666666673,8859.371911592136,8865.575421776817
MAIN,2025-03-12,5,16:00-20:00,53.11235541452248,5610.73542908126,8859.371911592136,8865.575421776817
MAIN,2025-03-12,6,20:00-24:00,8365.553184438693,2949.3657786007107,8859.371911592136,8865.575421776817
MAIN,2025-03-13,1,0:00-4:00,1722.465218230811,36.55057920076536,8865.575421776817,5203.736856946568
MAIN,2025-03-13,2,4:00-8:00,593.5882575310078,5818.470672985129,8865.575421776817,5203.736856946568
MAIN,2025-03-13,3,8:00-12:00,5164.755198590231,2919.9999427803173,8865.575421776817,5203.736856946568
MAIN,2025-03-13,4,12:00-16:00,5387.436460582262,491.45698333333337,8865.575421776817,5203.736856946568
MAIN,2025-03-13,5,16:00-20:00,498.7701319448778,5836.235961949238,8865.575421776817,5203.736856946568
MAIN,2025-03-13,6,20:00-24:00,4450.016091458734,2624.7359683521586,8865.575421776817,5203.736856946568
MAIN,2025-03-14,1,0:00-4:00,564.0943533631263,52.60599961582028,5203.736856946568,5730.095412390409
MAIN,2025-03-14,2,4:00-8:00,473.7765467383856,3798.644208974409,5203.736856946568,5730.095412390409
MAIN,2025-03-14,3,8:00-12:00,9934.829145995176,0.0,5203.736856946568,5730.095412390409
MAIN,2025-03-14,4,12:00-16:00,15.55740632470891,12.601499123014491,5203.736856946568,5730.095412390409
MAIN,2025-03-14,5,16:00-20:00,4.190909462897878,6032.543444680719,5203.736856946568,5730.095412390409
MAIN,2025-03-14,6,20:00-24:00,4669.514529692788,2316.0720898840186,5203.736856946568,5730.095412390409
MAIN,2025-03-15,1,0:00-4:00,529.3575815250788,30.642816272989705,5730.095412390409,8664.407992683004
