policy,date,block_id,physical_interval,charge_bus_kwh,discharge_bus_kwh,soc_0_kwh,soc_24_kwh
MAIN,2025-04-23,6,20:00-24:00,8433.683969060985,2877.9265,8896.535050334443,9203.7694339703
MAIN,2025-04-24,1,0:00-4:00,1273.9561685777237,32.07437314312881,9203.7694339703,3258.292564675498
MAIN,2025-04-24,2,4:00-8:00,540.4622261072556,5223.851350458303,9203.7694339703,3258.292564675498
MAIN,2025-04-24,3,8:00-12:00,5621.29257403643,1077.02905,9203.7694339703,3258.292564675498
MAIN,2025-04-24,4,12:00-16:00,2156.341232547932,0.0,9203.7694339703,3258.292564675498
MAIN,2025-04-24,5,16:00-20:00,61.95738845558593,5545.836646003574,9203.7694339703,3258.292564675498
MAIN,2025-04-24,6,20:00-24:00,2019.997920376838,2928.083845942744,9203.7694339703,3258.292564675498
MAIN,2025-04-25,1,0:00-4:00,851.8364763214676,3.3140784405320574,3258.292564675498,3289.168489488165
MAIN,2025-04-25,2,4:00-8:00,760.4035342190525,1667.7968041362774,3258.292564675498,3289.168489488165
MAIN,2025-04-25,3,8:00-12:00,8830.534772630916,0.0,3258.292564675498,3289.168489488165
MAIN,2025-04-25,4,12:00-16:00,0.0,0.0,3258.292564675498,3289.168489488165
MAIN,2025-04-25,5,16:00-20:00,0.0,5894.7858,3258.292564675498,3289.168489488165
MAIN,2025-04-25,6,20:00-24:00,2048.38624130746,2524.1554149196945,3258.292564675498,3289.168489488165
MAIN,2025-04-26,1,0:00-4:00,527.1881405695535,19.13534895869219,3289.168489488165,8704.977187179265
MAIN,2025-04-26,2,4:00-8:00,1160.4782684444413,1621.4927271004549,3289.168489488165,8704.977187179265
MAIN,2025-04-26,3,8:00-12:00,8683.168696566001,0.0,3289.168489488165,8704.977187179265
MAIN,2025-04-26,4,12:00-16:00,0.0,0.0,3289.168489488165,8704.977187179265
MAIN,2025-04-26,5,16:00-20:00,9.80125083312504,6121.553799019399,3289.168489488165,8704.977187179265
MAIN,2025-04-26,6,20:00-24:00,8344.889017649835,2531.265849990461,3289.168489488165,8704.977187179265
MAIN,2025-04-27,1,0:00-4:00,1994.2493300964536,114.337990140913,8704.977187179265,8745.634705982799
MAIN,2025-04-27,2,4:00-8:00,474.7118077795643,5994.412016666667,8704.977187179265,8745.634705982799
MAIN,2025-04-27,3,8:00-12:00,5713.278183333334,1460.7626666666667,8704.977187179265,8745.634705982799
MAIN,2025-04-27,4,12:00-16:00,3490.6411788065825,0.0,8704.977187179265,8745.634705982799
MAIN,2025-04-27,5,16:00-20:00,157.60033886061092,5807.258909972283,8704.977187179265,8745.634705982799
MAIN,2025-04-27,6,20:00-24:00,8302.818908799432,2894.609445247834,8704.977187179265,8745.634705982799
MAIN,2025-04-28,1,0:00-4:00,1851.960370862255,122.40461183025091,8745.634705982799,8720.060473048798
MAIN,2025-04-28,2,4:00-8:00,581.7845383300064,4992.983433333333,8745.634705982799,8720.060473048798
MAIN,2025-04-28,3,8:00-12:00,1865.191696557485,2264.6466833333334,8745.634705982799,8720.060473048798
MAIN,2025-04-28,4,12:00-16:00,4225.769198632594,292.01584925536065,8745.634705982799,8720.060473048798
MAIN,2025-04-28,5,16:00-20:00,717.7883192322257,5516.948780986839,8745.634705982799,8720.060473048798
MAIN,2025-04-28,6,20:00-24:00,8359.741691360709,1091.828461031457,8745.634705982799,8720.060473048798
MAIN,2025-04-29,1,0:00-4:00,2026.607665200789,6.9464472826624615,8720.060473048798,9074.104307794909
MAIN,2025-04-29,2,4:00-8:00,293.0268192076077,4524.484777498725,8720.060473048798,9074.104307794909
MAIN,2025-04-29,3,8:00-12:00,6509.775452674895,748.4452499999999,8720.060473048798,9074.104307794909
MAIN,2025-04-29,4,12:00-16:00,65.52075625627468,53.07181256758224,8720.060473048798,9074.104307794909
MAIN,2025-04-29,5,16:00-20:00,114.4742529532014,5707.7650712458335,8720.060473048798,9074.104307794909
MAIN,2025-04-29,6,20:00-24:00,8652.285168768505,2946.616183333333,8720.060473048798,9074.104307794909
MAIN,2025-04-30,1,0:00-4:00,1656.243713824731,85.39310083404348,9074.104307794909,8714.439375802278
MAIN,2025-04-30,2,4:00-8:00,366.84174767974594,5639.959699999999,9074.104307794909,8714.439375802278
MAIN,2025-04-30,3,8:00-12:00,4462.33165,583.3332666666661,9074.104307794909,8714.439375802278
MAIN,2025-04-30,4,12:00-16:00,3220.7460866255115,0.0,9074.104307794909,8714.439375802278
MAIN,2025-04-30,5,16:00-20:00,0.0,5610.94407024974,9074.104307794909,8714.439375802278
MAIN,2025-04-30,6,20:00-24:00,8356.466452229586,3034.798317834175,9074.104307794909,8714.439375802278
MAIN,2025-05-01,1,0:00-4:00,1855.598253251817,93.33951598960437,8714.439375802278,1767.8217743212886
MAIN,2025-05-01,2,4:00-8:00,665.243518701395,6168.911840847885,8714.439375802278,1767.8217743212886
MAIN,2025-05-01,3,8:00-12:00,5867.914133333334,1362.2728999999997,8714.439375802278,1767.8217743212886
MAIN,2025-05-01,4,12:00-16:00,3403.7830012947006,105.35425525462836,8714.439375802278,1767.8217743212886
MAIN,2025-05-01,5,16:00-20:00,0.0,7126.457507449291,8714.439375802278,1767.8217743212886
MAIN,2025-05-01,6,20:00-24:00,1105.4733903329063,1843.009782291952,8714.439375802278,1767.8217743212886
MAIN,2025-05-02,1,0:00-4:00,1734.0419468815016,2.723627880320464,1767.8217743212886,1921.6484347733028
MAIN,2025-05-02,2,4:00-8:00,1188.7331285319697,2102.569829224336,1767.8217743212886,1921.6484347733028
MAIN,2025-05-02,3,8:00-12:00,9712.106233494544,0.0,1767.8217743212886,1921.6484347733028
MAIN,2025-05-02,4,12:00-16:00,0.0,0.0,1767.8217743212886,1921.6484347733028
MAIN,2025-05-02,5,16:00-20:00,1.8974340722840568,7144.267508387638,1767.8217743212886,1921.6484347733028
MAIN,2025-05-02,6,20:00-24:00,1140.4269346846231,1771.5316390094858,1767.8217743212886,1921.6484347733028
MAIN,2025-05-03,1,0:00-4:00,1751.6287002473875,108.35733616536209,1921.6484347733028,8405.179941230135
MAIN,2025-05-03,2,4:00-8:00,1406.4856867013114,1732.4261,1921.6484347733028,8405.179941230135
MAIN,2025-05-03,3,8:00-12:00,8979.292828939437,0.0,1921.6484347733028,8405.179941230135
MAIN,2025-05-03,4,12:00-16:00,0.0,0.0,1921.6484347733028,8405.179941230135
MAIN,2025-05-03,5,16:00-20:00,12.164872914515096,6728.521147060758,1921.6484347733028,8405.179941230135
MAIN,2025-05-03,6,20:00-24:00,8040.087138657656,1949.1410352055832,1921.6484347733028,8405.179941230135
MAIN,2025-05-04,1,0:00-4:00,2200.178442927781,102.83052839286027,8405.179941230135,8221.021231598588
MAIN,2025-05-04,2,4:00-8:00,640.367084265221,4424.09914574059,8405.179941230135,8221.021231598588
MAIN,2025-05-04,3,8:00-12:00,5016.350351771698,844.7216666666666,8405.179941230135,8221.021231598588
MAIN,2025-05-04,4,12:00-16:00,1435.6836194217149,0.0,8405.179941230135,8221.021231598588
MAIN,2025-05-04,5,16:00-20:00,0.0,6434.124694476601,8405.179941230135,8221.021231598588
MAIN,2025-05-04,6,20:00-24:00,7857.683303016985,2251.679672528426,8405.179941230135,8221.021231598588
MAIN,2025-05-05,1,0:00-4:00,2561.483305117783,84.43617849591476,8221.021231598588,7916.786076762195
MAIN,2025-05-05,2,4:00-8:00,476.9006619954719,6389.93343759623,8221.021231598588,7916.786076762195
MAIN,2025-05-05,3,8:00-12:00,4222.4141500000005,1729.9067333333332,8221.021231598588,7916.786076762195
MAIN,2025-05-05,4,12:00-16:00,5628.077793773396,0.0,8221.021231598588,7916.786076762195
MAIN,2025-05-05,5,16:00-20:00,62.23030947147572,6917.044867378752,8221.021231598588,7916.786076762195
MAIN,2025-05-05,6,20:00-24:00,7533.919582217817,1745.3613226350408,8221.021231598588,7916.786076762195
MAIN,2025-05-06,1,0:00-4:00,2628.8269367813696,133.14924335131752,7916.786076762195,8024.370508204869
MAIN,2025-05-06,2,4:00-8:00,892.5729638020912,5720.498764966329,7916.786076762195,8024.370508204869
MAIN,2025-05-06,3,8:00-12:00,5731.778154276986,1829.3643166666668,7916.786076762195,8024.370508204869
MAIN,2025-05-06,4,12:00-16:00,3435.5933721745373,45.6075244057464,7916.786076762195,8024.370508204869
MAIN,2025-05-06,5,16:00-20:00,56.305585686107705,6403.751205162853,7916.786076762195,8024.370508204869
MAIN,2025-05-06,6,20:00-24:00,7685.185427053417,2319.3155333660334,7916.786076762195,8024.370508204869
MAIN,2025-05-07,1,0:00-4:00,2839.240063380734,56.85376682404478,8024.370508204869,8601.200372575351
MAIN,2025-05-07,2,4:00-8:00,401.5095795627002,5322.2247226942345,8024.370508204869,8601.200372575351
MAIN,2025-05-07,3,8:00-12:00,7336.19815,1466.8686666666665,8024.370508204869,8601.200372575351
MAIN,2025-05-07,4,12:00-16:00,1064.7002628724383,193.98351427539356,8024.370508204869,8601.200372575351
MAIN,2025-05-07,5,16:00-20:00,109.14794424182594,5971.813361676233,8024.370508204869,8601.200372575351
MAIN,2025-05-07,6,20:00-24:00,8274.430884543193,2689.542866456713,8024.370508204869,8601.200372575351
MAIN,2025-05-08,1,0:00-4:00,2444.1694215994166,20.425147018960843,8601.200372575351,4453.133418579694
MAIN,2025-05-08,2,4:00-8:00,104.755280093732,5080.849646670306,8601.200372575351,4453.133418579694
MAIN,2025-05-08,3,8:00-12:00,4009.449296793351,1345.925733333334,8601.200372575351,4453.133418579694
MAIN,2025-05-08,4,12:00-16:00,4189.664299312166,290.8086833333333,8601.200372575351,4453.133418579694
MAIN,2025-05-08,5,16:00-20:00,13.60228866815103,5369.570008876238,8601.200372575351,4453.133418579694
MAIN,2025-05-08,6,20:00-24:00,3010.536713667907,2781.144652473044,8601.200372575351,4453.133418579694
MAIN,2025-05-09,1,0:00-4:00,496.187599479336,73.56476736849481,4453.133418579694,3522.437050209635
MAIN,2025-05-09,2,4:00-8:00,569.1457516956496,2601.1968583977814,4453.133418579694,3522.437050209635
MAIN,2025-05-09,3,8:00-12:00,9288.91547480594,0.0,4453.133418579694,3522.437050209635
MAIN,2025-05-09,4,12:00-16:00,0.0,0.0,4453.133418579694,3522.437050209635
MAIN,2025-05-09,5,16:00-20:00,18.91096466252219,6329.705379877425,4453.133418579694,3522.437050209635
MAIN,2025-05-09,6,20:00-24:00,2444.29704875698,2215.2997658037,4453.133418579694,3522.437050209635
MAIN,2025-05-10,1,0:00-4:00,1132.1121764517015,0.0,3522.437050209635,9897.828762455005
MAIN,2025-05-10,2,4:00-8:00,853.9987992603642,1637.217583333333,3522.437050209635,9897.828762455005
MAIN,2025-05-10,3,8:00-12:00,8121.326355330727,0.0,3522.437050209635,9897.828762455005
MAIN,2025-05-10,4,12:00-16:00,0.0,0.0,3522.437050209635,9897.828762455005
MAIN,2025-05-10,5,16:00-20:00,67.44676401553198,5715.9206867306375,3522.437050209635,9897.828762455005
MAIN,2025-05-10,6,20:00-24:00,8599.361066423924,2116.147769715819,3522.437050209635,9897.828762455005
MAIN,2025-05-11,1,0:00-4:00,541.169715420353,138.86550364928178,9897.828762455005,8859.872461016159
MAIN,2025-05-11,2,4:00-8:00,675.5963581710816,4843.537352169283,9897.828762455005,8859.872461016159
MAIN,2025-05-11,3,8:00-12:00,6343.765522462792,1309.333466666667,9897.828762455005,8859.872461016159
MAIN,2025-05-11,4,12:00-16:00,1446.1444158088134,191.71713333333355,9897.828762455005,8859.872461016159
MAIN,2025-05-11,5,16:00-20:00,11.40602272000217,5650.004444750251,9897.828762455005,8859.872461016159
MAIN,2025-05-11,6,20:00-24:00,8471.352835462036,2967.1450154626577,9897.828762455005,8859.872461016159
MAIN,2025-05-12,1,0:00-4:00,1751.065895079253,105.68419290024336,8859.872461016159,9061.057468458892
MAIN,2025-05-12,2,4:00-8:00,536.160718546666,4104.166712384629,8859.872461016159,9061.057468458892
MAIN,2025-05-12,3,8:00-12:00,5724.145823045267,533.245983333333,8859.872461016159,9061.057468458892
MAIN,2025-05-12,4,12:00-16:00,0.0,0.0,8859.872461016159,9061.057468458892
MAIN,2025-05-12,5,16:00-20:00,292.96455558544665,5816.444951901558,8859.872461016159,9061.057468458892
MAIN,2025-05-12,6,20:00-24:00,8535.573300811131,2899.718990166669,8859.872461016159,9061.057468458892
MAIN,2025-05-13,1,0:00-4:00,1932.1583683790104,0.0,9061.057468458892,9792.27642141831
MAIN,2025-05-13,2,4:00-8:00,0.0,5254.120149592889,9061.057468458892,9792.27642141831
MAIN,2025-05-13,3,8:00-12:00,3534.2917726918386,1461.5088166666667,9061.057468458892,9792.27642141831
MAIN,2025-05-13,4,12:00-16:00,4756.608185653295,0.0,9061.057468458892,9792.27642141831
MAIN,2025-05-13,5,16:00-20:00,0.0,5520.027292821756,9061.057468458892,9792.27642141831
MAIN,2025-05-13,6,20:00-24:00,8957.410470571198,2642.4264090644374,9061.057468458892,9792.27642141831
MAIN,2025-05-14,1,0:00-4:00,1119.6928650907653,44.7202546570785,9792.27642141831,9787.43828516922
MAIN,2025-05-14,2,4:00-8:00,55.2101909346647,5078.78925,9792.27642141831,9787.43828516922
MAIN,2025-05-14,3,8:00-12:00,4644.408698141811,933.5708000000002,9792.27642141831,9787.43828516922
MAIN,2025-05-14,4,12:00-16:00,2778.258030253249,0.0,9792.27642141831,9787.43828516922
MAIN,2025-05-14,5,16:00-20:00,70.6965097938493,5420.057908802542,9792.27642141831,9787.43828516922
MAIN,2025-05-14,6,20:00-24:00,8646.624999532592,2552.2780570995783,9792.27642141831,9787.43828516922
MAIN,2025-05-15,1,0:00-4:00,1131.40460049372,18.7737509267472,9787.43828516922,4637.544380520491
MAIN,2025-05-15,2,4:00-8:00,44.08527504371554,5405.386221577543,9787.43828516922,4637.544380520491
MAIN,2025-05-15,3,8:00-12:00,6118.102505249937,858.7055833333335,9787.43828516922,4637.544380520491
MAIN,2025-05-15,4,12:00-16:00,1696.9865873905246,209.31451701631704,9787.43828516922,4637.544380520491
MAIN,2025-05-15,5,16:00-20:00,518.2119021923604,5594.404903008897,9787.43828516922,4637.544380520491
MAIN,2025-05-15,6,20:00-24:00,2571.14092916706,2333.064295946244,9787.43828516922,4637.544380520491
MAIN,2025-05-16,1,0:00-4:00,805.3384877848816,35.35121217544281,4637.544380520491,3685.010838099485
MAIN,2025-05-16,2,4:00-8:00,938.2755099272508,2211.616045642473,4637.544380520491,3685.010838099485
MAIN,2025-05-16,3,8:00-12:00,7877.592564447712,0.0,4637.544380520491,3685.010838099485
MAIN,2025-05-16,4,12:00-16:00,0.0,0.0,4637.544380520491,3685.010838099485
MAIN,2025-05-16,5,16:00-20:00,0.0,5710.0909,4637.544380520491,3685.010838099485
MAIN,2025-05-16,6,20:00-24:00,2032.8500506548824,2340.0078867409197,4637.544380520491,3685.010838099485
MAIN,2025-05-17,1,0:00-4:00,423.6063497066589,164.3278201315515,3685.010838099485,8929.072860792012
MAIN,2025-05-17,2,4:00-8:00,1062.863665846908,1726.4477036887447,3685.010838099485,8929.072860792012
MAIN,2025-05-17,3,8:00-12:00,8753.364267817738,0.0,3685.010838099485,8929.072860792012
MAIN,2025-05-17,4,12:00-16:00,0.0,0.0,3685.010838099485,8929.072860792012
MAIN,2025-05-17,5,16:00-20:00,19.386031257452203,6483.956034562895,3685.010838099485,8929.072860792012
MAIN,2025-05-17,6,20:00-24:00,8640.623367499717,2214.486003717604,3685.010838099485,8929.072860792012
MAIN,2025-05-18,1,0:00-4:00,1573.7447109581665,118.12344771594984,8929.072860792012,9247.964622800497
MAIN,2025-05-18,2,4:00-8:00,656.5684065025747,5077.435073084948,8929.072860792012,9247.964622800497
MAIN,2025-05-18,3,8:00-12:00,4579.477438934962,1330.2297166666667,8929.072860792012,9247.964622800497
MAIN,2025-05-18,4,12:00-16:00,3325.546064289176,0.0,8929.072860792012,9247.964622800497
MAIN,2025-05-18,5,16:00-20:00,0.0,5254.771979006496,8929.072860792012,9247.964622800497
MAIN,2025-05-18,6,20:00-24:00,8327.441734533031,2887.287665444813,8929.072860792012,9247.964622800497
MAIN,2025-05-19,1,0:00-4:00,1547.4715351450236,0.0,9247.964622800497,9521.955173623455
MAIN,2025-05-19,2,4:00-8:00,177.012217298873,4589.824416666666,9247.964622800497,9521.955173623455
MAIN,2025-05-19,3,8:00-12:00,5735.984286736159,855.9667000000004,9247.964622800497,9521.955173623455
MAIN,2025-05-19,4,12:00-16:00,987.2146227288632,16.240668219688814,9247.964622800497,9521.955173623455
MAIN,2025-05-19,5,16:00-20:00,87.64955112381656,5365.223611872307,9247.964622800497,9521.955173623455
MAIN,2025-05-19,6,20:00-24:00,8700.791340156715,2887.413185584124,9247.964622800497,9521.955173623455
MAIN,2025-05-20,1,0:00-4:00,906.3129497643208,8.779562101634156,9521.955173623455,9041.529301794706
MAIN,2025-05-20,2,4:00-8:00,524.5758228783038,4663.7421,9521.955173623455,9041.529301794706
MAIN,2025-05-20,3,8:00-12:00,4676.119865005021,976.4611333333334,9521.955173623455,9041.529301794706
MAIN,2025-05-20,4,12:00-16:00,2388.358140830667,503.2397168823496,9521.955173623455,9041.529301794706
MAIN,2025-05-20,5,16:00-20:00,561.1747237554713,5626.599685091616,9521.955173623455,9041.529301794706
MAIN,2025-05-20,6,20:00-24:00,8409.220415607228,2800.828240688163,9521.955173623455,9041.529301794706
MAIN,2025-05-21,1,0:00-4:00,1677.8374054824271,75.6490398516321,9041.529301794706,9107.76627421898
MAIN,2025-05-21,2,4:00-8:00,369.41280221682007,4233.287808622865,9041.529301794706,9107.76627421898
MAIN,2025-05-21,3,8:00-12:00,3532.5532833333336,833.273366666667,9041.529301794706,9107.76627421898
MAIN,2025-05-21,4,12:00-16:00,2805.1778580623595,190.90138154886483,9041.529301794706,9107.76627421898
MAIN,2025-05-21,5,16:00-20:00,201.1703971826122,5475.069471748242,9041.529301794706,9107.76627421898
MAIN,2025-05-21,6,20:00-24:00,8318.261779084904,2824.7806119234847,9041.529301794706,9107.76627421898
MAIN,2025-05-22,1,0:00-4:00,1499.8747296807878,9.209841126899503,9107.76627421898,3233.0625940960394
MAIN,2025-05-22,2,4:00-8:00,404.1257058837575,5001.768220875647,9107.76627421898,3233.0625940960394
MAIN,2025-05-22,3,8:00-12:00,4484.6035833333335,942.0987,9107.76627421898,3233.0625940960394
MAIN,2025-05-22,4,12:00-16:00,2841.1331603681256,0.0,9107.76627421898,3233.0625940960394
MAIN,2025-05-22,5,16:00-20:00,88.17628500685248,5478.01121499436,9107.76627421898,3233.0625940960394
MAIN,2025-05-22,6,20:00-24:00,1845.5106687276264,2898.518882844132,9107.76627421898,3233.0625940960394
MAIN,2025-05-23,1,0:00-4:00,646.5386475467316,39.81459615778624,3233.0625940960394,3879.5684747111904
MAIN,2025-05-23,2,4:00-8:00,1018.084966880333,1394.0987872265662,3233.0625940960394,3879.5684747111904
MAIN,2025-05-23,3,8:00-12:00,8513.348050632092,0.0,3233.0625940960394,3879.5684747111904
MAIN,2025-05-23,4,12:00-16:00,0.0,0.0,3233.0625940960394,3879.5684747111904
MAIN,2025-05-23,5,16:00-20:00,0.0,5729.821155157437,3233.0625940960394,3879.5684747111904
MAIN,2025-05-23,6,20:00-24:00,1986.483233850514,2107.618637021411,3233.0625940960394,3879.5684747111904
MAIN,2025-05-24,1,0:00-4:00,441.4372591385582,34.14013031372491,3879.5684747111904,9696.925309952408
MAIN,2025-05-24,2,4:00-8:00,905.4813491774826,2076.8603440927577,3879.5684747111904,9696.925309952408
MAIN,2025-05-24,3,8:00-12:00,8948.623178309157,0.0,3879.5684747111904,9696.925309952408
MAIN,2025-05-24,4,12:00-16:00,0.0,0.0,3879.5684747111904,9696.925309952408
MAIN,2025-05-24,5,16:00-20:00,0.0,5675.253017229807,3879.5684747111904,9696.925309952408
MAIN,2025-05-24,6,20:00-24:00,8401.619291745737,2122.8258301270725,3879.5684747111904,9696.925309952408
MAIN,2025-05-25,1,0:00-4:00,1118.989312738017,8.14819587915099,9696.925309952408,9153.297762429682
MAIN,2025-05-25,2,4:00-8:00,121.18484628252789,4187.408635217993,9696.925309952408,9153.297762429682
MAIN,2025-05-25,3,8:00-12:00,5840.661811225018,773.8803166666668,9696.925309952408,9153.297762429682
MAIN,2025-05-25,4,12:00-16:00,279.9101640836266,8.106006748133836,9696.925309952408,9153.297762429682
MAIN,2025-05-25,5,16:00-20:00,121.6723999327908,5520.059187197425,9696.925309952408,9153.297762429682
MAIN,2025-05-25,6,20:00-24:00,8571.89981571641,2995.66031454358,9696.925309952408,9153.297762429682
MAIN,2025-05-26,1,0:00-4:00,1703.1341965594092,31.62756172766012,9153.297762429682,9580.2418801725
MAIN,2025-05-26,2,4:00-8:00,240.81689043637763,5006.816438258977,9153.297762429682,9580.2418801725
MAIN,2025-05-26,3,8:00-12:00,2746.874117071393,1396.1616333333332,9153.297762429682,9580.2418801725
MAIN,2025-05-26,4,12:00-16:00,5082.801520788687,0.0,9153.297762429682,9580.2418801725
MAIN,2025-05-26,5,16:00-20:00,76.7603706961137,5514.16813855773,9153.297762429682,9580.2418801725
MAIN,2025-05-26,6,20:00-24:00,8549.908293749368,2571.215787487855,9153.297762429682,9580.2418801725
MAIN,2025-05-27,1,0:00-4:00,944.3191990492136,67.40249379334409,9580.2418801725,8895.338465172608
MAIN,2025-05-27,2,4:00-8:00,553.6600473743765,4260.028204631686,9580.2418801725,8895.338465172608
MAIN,2025-05-27,3,8:00-12:00,5382.559984506947,949.3682166666664,9580.2418801725,8895.338465172608
MAIN,2025-05-27,4,12:00-16:00,989.3141307193886,0.0,9580.2418801725,8895.338465172608
MAIN,2025-05-27,5,16:00-20:00,36.95286079772288,5569.589374287603,9580.2418801725,8895.338465172608
MAIN,2025-05-27,6,20:00-24:00,8317.607498582216,2911.799898154801,9580.2418801725,8895.338465172608
MAIN,2025-05-28,1,0:00-4:00,1712.7617674816902,93.85950678981192,8895.338465172608,9350.313822098804
MAIN,2025-05-28,2,4:00-8:00,519.4047610793777,4998.354083333334,8895.338465172608,9350.313822098804
MAIN,2025-05-28,3,8:00-12:00,3460.002324468412,1132.493166666667,8895.338465172608,9350.313822098804
MAIN,2025-05-28,4,12:00-16:00,4108.944897753807,0.0,8895.338465172608,9350.313822098804
MAIN,2025-05-28,5,16:00-20:00,168.7682676326971,5617.669752988057,8895.338465172608,9350.313822098804
MAIN,2025-05-28,6,20:00-24:00,8661.85362962978,2839.8515439056296,8895.338465172608,9350.313822098804
MAIN,2025-05-29,1,0:00-4:00,1144.2121749345706,68.0340363368856,9350.313822098804,2744.052304127441
MAIN,2025-05-29,2,4:00-8:00,668.4335042793155,5256.05208704862,9350.313822098804,2744.052304127441
MAIN,2025-05-29,3,8:00-12:00,3087.750117588403,1543.490483333333,9350.313822098804,2744.052304127441
MAIN,2025-05-29,4,12:00-16:00,5201.69416957561,21.25326099051836,9350.313822098804,2744.052304127441
MAIN,2025-05-29,5,16:00-20:00,129.3426258914561,5660.632921023237,9350.313822098804,2744.052304127441
MAIN,2025-05-29,6,20:00-24:00,1464.5221395168069,2869.8959101884257,9350.313822098804,2744.052304127441
MAIN,2025-05-30,1,0:00-4:00,751.8825125606917,65.5034078324332,2744.052304127441,2990.860605674042
MAIN,2025-05-30,2,4:00-8:00,1489.8291678796966,1376.1056666666668,2744.052304127441,2990.860605674042
MAIN,2025-05-30,3,8:00-12:00,8489.105604478627,0.0,2744.052304127441,2990.860605674042
MAIN,2025-05-30,4,12:00-16:00,0.0,0.0,2744.052304127441,2990.860605674042
MAIN,2025-05-30,5,16:00-20:00,104.65245446349064,6092.24992110849,2744.052304127441,2990.860605674042
MAIN,2025-05-30,6,20:00-24:00,1366.013996701521,2127.215359228532,2744.052304127441,2990.860605674042
MAIN,2025-05-31,1,0:00-4:00,505.55738854010457,66.74672425340407,2990.860605674042,9450.400281107066
MAIN,2025-05-31,2,4:00-8:00,749.1152028268214,1509.4282541467928,2990.860605674042,9450.400281107066
MAIN,2025-05-31,3,8:00-12:00,9368.043992946112,0.0,2990.860605674042,9450.400281107066
MAIN,2025-05-31,4,12:00-16:00,0.0,0.0,2990.860605674042,9450.400281107066
MAIN,2025-05-31,5,16:00-20:00,0.0,5967.671684445757,2990.860605674042,9450.400281107066
MAIN,2025-05-31,6,20:00-24:00,8609.41953824435,2220.5978885358045,2990.860605674042,9450.400281107066
MAIN,2025-06-01,1,0:00-4:00,602.552990887231,1136.750823917469,9450.400281107066,7557.616343950384
MAIN,2025-06-01,2,4:00-8:00,941.5870043009456,4862.676661506584,9450.400281107066,7557.616343950384
MAIN,2025-06-01,3,8:00-12:00,1608.2050546487733,2858.4155803413946,9450.400281107066,7557.616343950384
MAIN,2025-06-01,4,12:00-16:00,2923.661778479417,1740.8412526230798,9450.400281107066,7557.616343950384
MAIN,2025-06-01,5,16:00-20:00,0.0,1748.2414655440884,9450.400281107066,7557.616343950384
MAIN,2025-06-01,6,20:00-24:00,7419.296677029128,287.7755988382479,9450.400281107066,7557.616343950384
MAIN,2025-06-02,1,0:00-4:00,2489.6173495008265,778.7535329801343,7557.616343950384,7495.968530298889
MAIN,2025-06-02,2,4:00-8:00,937.9577364316732,5470.629828624092,7557.616343950384,7495.968530298889
MAIN,2025-06-02,3,8:00-12:00,6800.969666666668,2248.8071675564397,7557.616343950384,7495.968530298889
MAIN,2025-06-02,4,12:00-16:00,3722.160972130621,2200.174553876269,7557.616343950384,7495.968530298889
MAIN,2025-06-02,5,16:00-20:00,0.0,6323.561263549533,7557.616343950384,7495.968530298889
MAIN,2025-06-02,6,20:00-24:00,7297.232083595703,244.3863104435194,7557.616343950384,7495.968530298889
MAIN,2025-06-03,1,0:00-4:00,2630.061901443152,665.0882635076621,7495.968530298889,7763.942207740682
MAIN,2025-06-03,2,4:00-8:00,1010.8745137411238,5287.373515943793,7495.968530298889,7763.942207740682
MAIN,2025-06-03,3,8:00-12:00,5732.096451834799,2663.06839411681,7495.968530298889,7763.942207740682
MAIN,2025-06-03,4,12:00-16:00,5590.956346519113,534.6632494228047,7495.968530298889,7763.942207740682
MAIN,2025-06-03,5,16:00-20:00,3.691954019923287,6597.998746325586,7495.968530298889,7763.942207740682
MAIN,2025-06-03,6,20:00-24:00,7527.760790928393,2231.939507359799,7495.968530298889,7763.942207740682
MAIN,2025-06-04,1,0:00-4:00,2827.255238980262,299.28400039850624,7763.942207740682,8558.930659045373
MAIN,2025-06-04,2,4:00-8:00,1094.177863960107,4118.773137919587,7763.942207740682,8558.930659045373
MAIN,2025-06-04,3,8:00-12:00,5853.052344705124,2124.8815333333337,7763.942207740682,8558.930659045373
MAIN,2025-06-04,4,12:00-16:00,2526.802297629676,1453.478126676921,7763.942207740682,8558.930659045373
MAIN,2025-06-04,5,16:00-20:00,412.749648174854,5616.663533686744,7763.942207740682,8558.930659045373
MAIN,2025-06-04,6,20:00-24:00,8241.97991274983,2645.804079832568,7763.942207740682,8558.930659045373
MAIN,2025-06-05,1,0:00-4:00,1923.5837287854104,202.46542106293955,8558.930659045373,2878.3248718540785
MAIN,2025-06-05,2,4:00-8:00,882.9794085496517,4934.128000076695,8558.930659045373,2878.3248718540785
MAIN,2025-06-05,3,8:00-12:00,6164.989136153541,2830.16535,8558.930659045373,2878.3248718540785
MAIN,2025-06-05,4,12:00-16:00,4772.176679597015,1603.8719342089014,8558.930659045373,2878.3248718540785
MAIN,2025-06-05,5,16:00-20:00,571.9511157899244,5548.388786862861,8558.930659045373,2878.3248718540785
MAIN,2025-06-05,6,20:00-24:00,1578.460812995054,2867.779830575953,8558.930659045373,2878.3248718540785
MAIN,2025-06-06,1,0:00-4:00,1840.550896698056,86.31962812928236,2878.3248718540785,3050.1999832181764
MAIN,2025-06-06,2,4:00-8:00,1314.497420166558,2025.5572,2878.3248718540785,3050.1999832181764
