policy,date,grid_plan_kwh,grid_used_kwh,grid_unused_kwh,charge_bus_kwh,discharge_bus_kwh,emergency_kwh,pv_curtailment_kwh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,emergency_slot_count,emergency_event_count,subthreshold_emergency_kwh
MAIN,2025-04-13,61938.18488378968,59204.807463708,2733.3774200816765,20203.21354529785,16533.546423006042,3.694822225952521e-13,1258.7818580828623,36786.43239028231,1.5037784351079609e-12,36786.43239028231,9107.06777403697,8919.352828131656,1368.6847291089302,10800.0,0,0,3.694822225952521e-13
MAIN,2025-04-14,64075.943804532864,59257.86895223291,4818.074852299946,19978.86024280992,16327.539957317058,0.0,3078.516866740054,37782.8927710813,0.0,37782.8927710813,8919.352828131656,8758.615982974961,1224.874245639553,10800.0,0,0,0.0
MAIN,2025-04-15,63904.04309539165,57996.0573220508,5907.985773340848,18934.61952507192,15137.963924636411,4.263256414560601e-13,4059.97288828195,37746.93802201739,1.7854375755632645e-12,37746.93802201739,8758.615982974961,8979.813639277012,1401.8558469191507,10800.0,0,0,4.263256414560601e-13
MAIN,2025-04-16,62768.47174867404,60815.233821727736,1953.2379269463136,19705.20712027493,16081.629051403468,5.684341886080803e-14,1412.0638028562716,37282.18118450103,3.6610003917303403e-13,37282.18118450103,8979.813639277012,8846.023323742813,1469.2447828565207,10800.0,0,0,5.684341886080803e-14
MAIN,2025-04-17,57534.873882061074,53486.38746410188,4048.4864179592055,14105.652737653412,15871.728090218205,5.684341886080803e-14,2384.1204666666663,35122.47391567711,3.6610003917303403e-13,35122.47391567711,8846.023323742813,3905.8573540551,1359.3241761452118,10800.0,0,0,5.684341886080803e-14
MAIN,2025-04-18,27330.551194448075,26496.632568333574,833.9186261144964,12695.201405727834,10354.081150405,0.0,17801.39512967741,13902.990848312813,0.0,13902.990848312813,3905.8573540551,3827.004007649041,1692.6156675102611,10800.0,0,0,0.0
MAIN,2025-04-19,32910.018707785974,32220.24808087469,689.7706269112776,18886.48861046545,10550.87235826198,0.0,17099.952578671226,16013.604688569312,0.0,16013.604688569312,3827.004007649041,9101.652247887969,1683.8522646553615,10800.0,0,0,0.0
MAIN,2025-04-20,60893.15868406212,58306.44652844048,2586.712155621636,20089.47836480151,16230.814966728352,1.1368683772161605e-13,2490.038247033988,36149.51028106119,5.378524292609654e-13,36149.51028106119,9101.652247887969,9147.943924288937,1598.165786957392,10800.0,0,0,1.1368683772161605e-13
MAIN,2025-04-21,61307.6188344685,56639.239396560384,4668.379437908116,18211.094492359065,14936.734137292597,0.0,4847.968658160585,36504.39483741652,0.0,36504.39483741652,9147.943924288937,8941.557703753655,1485.5910386618907,10800.0,0,0,0.0
MAIN,2025-04-22,57739.82390336476,57046.14748337638,693.6764199883663,19279.490896159885,15656.908013966802,3.410605131648481e-13,1270.6352845166398,34447.378847281354,1.1516334552652552e-12,34447.378847281354,8941.557703753655,8896.535050334443,1579.6663805827052,10800.0,0,0,3.410605131648481e-13
MAIN,2025-04-23,62052.94783729714,57925.83568173078,4127.112155566364,18706.936244518507,14876.107412787724,0.0,2695.090133333333,36588.28942145681,0.0,36588.28942145681,8896.535050334443,9203.7694339703,1613.4538618154147,10800.0,0,0,0.0
MAIN,2025-04-24,52521.44363025474,49261.87296122068,3259.570669034056,11674.007510101765,14806.875265547753,1.1368683772161605e-13,5304.634016666667,32267.00608810189,5.547917680814862e-13,32267.00608810189,9203.7694339703,3258.292564675498,1490.6760429393926,10800.0,0,0,1.1368683772161605e-13
MAIN,2025-04-25,26356.866880067915,26065.404221018143,291.4626590497749,12491.161024478894,10090.052097496504,0.0,21663.937644035752,13020.039709917286,0.0,13020.039709917286,3258.292564675498,3289.168489488165,1579.729153111674,10800.0,0,0,0.0
MAIN,2025-04-26,32545.829098752904,32446.22941909461,99.59967965829064,18725.52537406296,10293.447725069009,2.1671553440683058e-13,23943.95813676733,15511.499331920844,6.89638568474038e-13,15511.499331920848,3289.168489488165,8704.977187179265,1280.1483106039284,10800.0,0,0,2.1671553440683058e-13
MAIN,2025-04-27,56962.57779758432,55131.6980568417,1830.87974074262,20133.299747675977,16271.381028694364,0.0,2696.3081545267514,33887.4649695174,0.0,33887.4649695174,8704.977187179265,8745.634705982799,1302.8792938942374,10800.0,0,0,0.0
MAIN,2025-04-28,59105.21885331682,58142.72743038436,962.491422932459,17602.235814975276,14280.827819770571,1800.6478814870077,0.0,35195.1544052947,12221.458313265672,47416.61271856038,8745.634705982799,8720.060473048798,1200.0,10800.0,5,1,8.242295734817162e-13
MAIN,2025-04-29,62316.183914338384,56714.25420646648,5601.929707871921,17661.690115061276,13987.329541928137,2.842170943040401e-13,5606.679916666666,36738.23281194833,1.0345786449761362e-12,36738.23281194833,8720.060473048798,9074.104307794909,1287.0476559032552,10800.0,0,0,2.842170943040401e-13
MAIN,2025-04-30,58032.33576913503,54240.64306179784,3791.692707337188,18062.629650359573,14954.428455584624,0.0,2875.5874336895586,34731.105735361474,0.0,34731.105735361474,9074.104307794909,8714.439375802278,1272.4289565667189,10800.0,0,0,0.0
MAIN,2025-05-01,49337.538856616935,48187.99957833517,1149.539278281762,12898.012296914152,16699.345801833362,2104.6060217361774,3082.560304990553,30492.42765336313,13539.172768433677,44031.60042179681,8714.439375802278,1767.8217743212886,1200.0,10800.0,10,2,5.684341886080803e-14
MAIN,2025-05-02,28101.215902758333,27996.08590073062,105.13000202770652,13777.205677664926,11021.09260450178,1587.2808389379747,12536.93358317212,13964.676095517316,9450.54761210384,23415.22370762116,1767.8217743212886,1921.6484347733028,1200.0,10800.0,10,1,6.394884621840903e-14
MAIN,2025-05-03,35466.83313508567,35010.94380575901,455.8893293266587,20189.659227460303,10518.445618431704,1206.2116576634933,17678.7702043939,17207.006763073157,6740.828366123309,23947.835129196465,1921.6484347733028,8405.179941230135,1200.0,10800.0,8,1,6.750155989720953e-14
MAIN,2025-05-04,59814.31002574991,56685.5643530893,3128.7456726606097,17150.2628014034,14057.455707805146,1383.903523842292,3241.99345,35459.81967565867,8652.581376068725,44112.40105172739,8405.179941230135,8221.021231598588,1200.0,10800.0,9,1,1.4210854715202006e-13
MAIN,2025-05-05,58416.74091561773,57051.40227100036,1365.3386446173795,20485.025802575943,16866.682539439273,1642.947792136316,0.0,34449.17262385323,10846.479445551133,45295.65206940436,8221.021231598588,7916.786076762195,1200.0,10800.0,8,1,3.979039320256561e-13
MAIN,2025-05-06,60672.32264217273,58868.81313673717,1803.509505435562,20430.26243977451,16451.686587918943,1322.1909596105224,3342.3458778254626,35638.636078734286,8248.365443925311,43887.0015226596,7916.786076762195,8024.370508204869,1200.0,10800.0,9,1,5.684341886080803e-14
MAIN,2025-05-07,66777.14649964147,62636.69753301032,4140.448966631152,20025.22688460089,15701.286898593284,624.042481372124,3868.954078374833,39501.89031572987,4353.320350051935,43855.2106657818,8024.370508204869,8601.200372575351,1200.0,10800.0,1,1,9.094947017729282e-13
MAIN,2025-05-08,58853.726327333214,55504.035381660855,3349.690945672365,13772.177300134725,14888.723871705217,35.99925000000064,830.0688032313462,37742.573048579565,243.22893262500185,37985.80198120457,8601.200372575351,4453.133418579694,1759.9944560815272,10800.0,1,1,6.821210263296962e-13
MAIN,2025-05-09,27706.922091659304,27518.54964314709,188.3724485122165,12817.456839400427,11219.7667714474,1.0658141036401505e-13,17421.47372519406,14723.592910529916,5.441904704639456e-13,14723.592910529916,4453.133418579694,3522.437050209635,1390.9356127769086,10800.0,0,0,1.0658141036401505e-13
MAIN,2025-05-10,37487.54493037362,36757.0679830384,730.4769473352136,18774.24516148225,9469.28603977979,1.0658141036401505e-13,15331.063578002606,19662.084696395723,4.760885019550187e-13,19662.084696395726,3522.437050209635,9897.828762455005,2158.4038026734715,10800.0,0,0,1.0658141036401505e-13
MAIN,2025-05-11,63978.33754229594,60696.76688734694,3281.570654949008,17489.43487004508,15100.602916031472,41.18071666666677,2865.0365666666667,38886.39581218898,277.36103945833304,39163.75685164732,9897.828762455005,8859.872461016159,1274.4473779560071,10800.0,2,1,2.557953848736361e-13
MAIN,2025-05-12,63181.59665879987,58622.47866238133,4559.117996418538,16839.91029306776,13459.260830686431,5.115907697472721e-13,3310.633966666667,38101.754797970665,2.1298944830050457e-12,38101.754797970665,8859.872461016159,9061.057468458892,1379.0414977288751,10800.0,0,0,5.115907697472721e-13
MAIN,2025-05-13,63609.676743065735,58483.27382682963,5126.4029162360985,19180.46879729534,14878.082668145747,0.0,1051.6749310133714,39182.28869621272,0.0,39182.28869621272,9061.057468458892,9792.27642141831,1730.6069979042315,10800.0,0,0,0.0
MAIN,2025-05-14,62730.39434563138,58807.23629293448,3923.158052696896,17314.891293746932,14029.4162705592,2.273736754432321e-13,2507.612486413418,38523.42743412298,1.1085603546234778e-12,38523.42743412298,9792.27642141831,9787.43828516922,2015.9618008988928,10800.0,0,0,2.273736754432321e-13
MAIN,2025-05-15,57043.17730997011,53119.28621106157,3923.891098908542,12079.931799537317,14419.64927180908,3.0553337637684313e-13,2693.9454,36261.12093474688,1.362629120649217e-12,36261.12093474688,9787.43828516922,4637.544380520491,2323.5175442701384,10800.0,0,0,3.0553337637684313e-13
MAIN,2025-05-16,28366.87188331552,27301.69675380818,1065.1751295073364,11654.056612814727,10297.066044558836,0.0,23229.199652218955,15554.843037216237,0.0,15554.843037216237,4637.544380520491,3685.010838099485,2057.0637777777797,10800.0,0,0,0.0
MAIN,2025-05-17,34362.142733325345,34124.64345296558,237.49928035976177,18899.84368212847,10589.217562100795,36.97631591102309,15402.194565515596,17562.26184338599,257.94677979529695,17820.208623181286,3685.010838099485,8929.072860792012,1200.0,10800.0,1,1,4.263256414560601e-14
MAIN,2025-05-18,62454.72548360594,58932.39110732746,3522.334376278478,18462.77835521791,14667.847881918871,2.842170943040401e-13,1461.292534028418,38216.73636176045,6.40596908851876e-13,38216.73636176045,8929.072860792012,9247.964622800497,1833.0013517404411,10800.0,0,0,2.842170943040401e-13
MAIN,2025-05-19,62892.12189440239,56661.0749481178,6231.046946284582,17236.12355318945,13714.668582342789,67.0033333333335,5691.406760604469,38342.71689620154,451.9039816666673,38794.62087786821,9247.964622800497,9521.955173623455,1745.302950539127,10800.0,1,1,1.7053025658242404e-13
MAIN,2025-05-20,59840.6950544666,58282.22592529184,1558.4691291747667,17465.761917841013,14579.650438097098,7.389644451905042e-13,868.719628881254,36583.22807545536,2.7241355837759323e-12,36583.22807545536,9521.955173623455,9041.529301794706,1515.985680184013,10800.0,0,0,7.389644451905042e-13
MAIN,2025-05-21,60971.20774918378,58466.0759316803,2505.1318175034835,16904.413525362455,13632.961680361755,4.547473508864641e-13,3832.008803346263,37168.11701787829,1.9946355678257534e-12,37168.11701787829,9041.529301794706,9107.76627421898,1632.2161174335847,10800.0,0,0,4.547473508864641e-13
MAIN,2025-05-22,54059.83581367812,50476.59734612465,3583.2384675534595,11163.424133000482,14329.606859841037,2.5699999999999363,2828.719256298541,34596.913723816244,17.33336499999957,34614.24708881624,9107.76627421898,3233.0625940960394,1576.4767359280768,10800.0,1,1,0.0
MAIN,2025-05-23,29055.653192678223,28078.470172714377,977.1830199638448,12164.454898909671,9271.353175563205,5.684341886080803e-14,18764.41956603457,16042.564868710417,3.499565082165646e-13,16042.564868710417,3233.0625940960394,3879.5684747111904,2091.7335642457265,10800.0,0,0,5.684341886080803e-14
MAIN,2025-05-24,34902.79917157398,33528.14306163175,1374.656109942222,18697.161078370933,9909.079321763362,0.0,20985.559921690845,18173.349785574843,0.0,18173.349785574843,3879.5684747111904,9696.925309952408,2129.938849521759,10800.0,0,0,0.0
MAIN,2025-05-25,61477.30427979088,55974.34232964181,5502.961950149066,16054.318349978392,13493.262656252948,2.273736754432321e-13,4868.276452583041,37130.96270867524,9.790142030396964e-13,37130.96270867525,9696.925309952408,9153.297762429682,1438.9208721957657,10800.0,0,0,2.273736754432321e-13
MAIN,2025-05-26,62258.85125798314,59244.4314091471,3014.419848836045,18400.295389301347,14519.989559365556,5.684341886080803e-14,784.2926292113134,37893.75486041556,3.808509063674137e-13,37893.75486041556,9153.297762429682,9580.2418801725,1896.103761151366,10800.0,0,0,5.684341886080803e-14
MAIN,2025-05-27,60583.813954652265,55926.63535277637,4657.178601875892,16224.413721029869,13758.1881875341,1.7053025658242404e-13,4070.042519280611,36814.41968275123,6.097025107010267e-13,36814.41968275123,9580.2418801725,8895.338465172608,1468.4142196035789,10800.0,0,0,1.7053025658242404e-13
MAIN,2025-05-28,62265.79996746725,59899.51464660847,2366.28532085878,18631.735648045764,14682.2280536835,3.410605131648481e-13,3676.182952246193,37584.980141912776,1.6135004443640354e-12,37584.980141912776,8895.338465172608,9350.313822098804,1554.645555432001,10800.0,0,0,3.410605131648481e-13
MAIN,2025-05-29,52819.787131239296,51528.882088519385,1290.9050427199063,11695.954731786163,15419.35869892102,17.81743333333344,1159.979988987581,33490.724231935565,119.7776955833339,33610.5019275189,9350.313822098804,2744.052304127441,1480.072142780909,10800.0,1,1,5.684341886080803e-14
MAIN,2025-05-30,28131.399143435945,28131.399143435945,1.2079226507921706e-13,12201.483736084028,9661.07435483612,1.2079226507921706e-13,18994.75649552137,14934.813572350087,5.928164625856881e-13,14934.813572350087,2744.052304127441,2990.860605674042,1815.538074452152,10800.0,0,0,1.2079226507921706e-13
MAIN,2025-05-31,35749.844185088084,34152.56987822952,1597.2743068585628,19232.136122557386,9764.44455138176,0.0,16295.69675705389,18556.24540477375,0.0,18556.24540477375,2990.860605674042,9450.400281107066,1826.8853013485011,10800.0,0,0,0.0
MAIN,2025-06-01,61312.15836768789,61297.7968049864,14.361562701489987,13495.303505345491,12634.701382770863,10787.631617588228,0.0,37214.830919507054,69741.3898118502,106956.22073135726,9450.400281107066,7557.616343950384,1200.0,9858.266325724324,26,2,4.263256414560601e-13
MAIN,2025-06-02,69127.53875021159,67008.39059053674,2119.148159674836,21247.93780832549,17266.312657029983,5614.042010758754,0.0,41141.52373546242,36616.06779812608,77757.59153358848,7557.616343950384,7495.968530298889,1200.0,10670.817574917555,21,2,7.531752999057062e-13
MAIN,2025-06-03,71337.23662293261,70297.84409285728,1039.3925300753272,22495.441958486503,17980.131676676458,2409.833022286092,0.0,43142.29026098629,14101.868522427629,57244.15878341391,7495.968530298889,7763.942207740682,1200.0,10800.0,23,3,4.263256414560601e-13
MAIN,2025-06-04,76260.66365212329,74135.32144411826,2125.342208005026,20956.01730619985,16258.88441184766,252.05118356726047,44.97891666666658,46949.91927834806,1683.1329308900372,48633.05220923809,7763.942207740682,8558.930659045373,1200.0,10800.0,5,3,5.115907697472721e-13
MAIN,2025-06-05,71151.31545907928,69305.07128519479,1846.2441738844748,15894.140881870597,17986.79932278735,90.31412377568796,338.72583322057505,45672.99162772031,608.3780962702343,46281.36972399055,8558.930659045373,2878.3248718540785,1576.9288169740394,10800.0,3,2,4.174438572590589e-13
MAIN,2025-06-06,37299.18461468961,37149.22516561714,149.95944907247775,13536.851414801216,10810.162045761304,892.7490900891029,4460.289486666325,21260.181754743066,6162.196695622621,27422.37845036569,2878.3248718540785,3050.1999832181764,1200.0,10800.0,2,1,1.4921397450962106e-13
MAIN,2025-06-07,37582.46371208014,37122.88561225585,459.5780998242944,19144.303294477748,11232.588201127191,2635.821014428037,720.4783666666632,19524.469144864248,16008.274899853324,35532.74404471757,3050.1999832181764,7799.419391440157,1200.0,10800.0,15,2,5.684341886080803e-14
MAIN,2025-06-08,84788.59402019247,71108.65290319451,13679.941116997954,17068.777387322432,12809.068297671782,2.3575639135448654,1666.3781107907434,52884.40575685688,15.8604619687953,52900.26621882567,7799.419391440157,8929.020931506147,1516.3973666859918,10800.0,2,2,3.836930773104541e-13
MAIN,2025-06-09,83189.43661785965,77012.94485890039,6176.491758959257,22534.696038189075,16569.22262928868,0.0,114.75871666666671,52601.60508324328,0.0,52601.60508324328,8929.020931506147,10800.0,1879.4283353692729,10800.0,0,0,0.0
MAIN,2025-06-10,84702.29822094405,75570.5452787588,9131.752942185243,19267.849274169148,15606.957912077003,3.410605131648481e-13,291.2096833333334,54668.31649233443,9.370353382109896e-13,54668.31649233443,10800.0,10800.0,2582.0762636834797,10800.0,0,0,3.410605131648481e-13
MAIN,2025-06-11,81226.0165883851,78016.6989004073,3209.317687977833,21829.15311655114,19050.67709882732,846.2234339832038,0.0,51112.06326975187,4150.282021193152,55262.34529094502,10800.0,9278.818806199006,1200.0,10800.0,7,2,8.100187187665142e-13
MAIN,2025-06-12,92057.49548610723,77503.89954343374,14553.595942673528,18586.88547894841,14077.135068848022,1.9184653865522705e-13,541.7577000000002,59656.64246764091,8.018972152967764e-13,59656.64246764091,9278.818806199006,10365.754549643663,2742.275351573536,10800.0,0,0,1.9184653865522705e-13
MAIN,2025-06-13,43215.864263743286,37677.58063408817,5538.283629655124,18266.593810301907,14405.120081023848,5.684341886080803e-14,5470.793204810107,26292.990842742274,1.2224177226016764e-13,26292.990842742274,10365.754549643663,10800.0,2609.2687116695915,10800.0,0,0,5.684341886080803e-14
MAIN,2025-06-14,37685.1359054599,35865.14155934975,1819.9943461101457,17324.719603794292,15182.771567938227,0.0,7529.850773493689,22074.593289668577,0.0,22074.593289668577,10800.0,9522.501456816835,1878.276823919616,10800.0,0,0,0.0
MAIN,2025-06-15,82736.71366215356,75176.66056198612,7560.0531001674335,21456.68091118059,16906.18837177885,0.8063107489467143,0.0,51835.11840206903,5.438162846270949,51840.5565649153,9522.501456816835,10048.860530458422,2102.1930842709603,10800.0,1,1,5.684341886080803e-14
MAIN,2025-06-16,80370.8748084245,76329.85357284252,4041.0212355819945,21603.187084647485,17967.386328471643,1.7053025658242404e-13,0.0,50386.9139102455,7.270841706485952e-13,50386.9139102455,10048.860530458422,9527.966319450445,1849.3919447842247,10800.0,0,0,1.7053025658242404e-13
MAIN,2025-06-17,87946.66404729904,79834.72115443427,8111.942892864765,21982.798001850984,16796.937230750045,5.755396159656813e-13,11.849166666666632,56028.12222267426,2.182254377203208e-12,56028.12222267426,9527.966319450445,10649.22093139406,2314.717559534189,10800.0,0,0,5.755396159656813e-13
MAIN,2025-06-18,82867.01622627095,73158.90927390373,9708.10695236722,17434.948164575424,15252.769170041149,39.073037297221845,87.41241666666645,52500.62813725999,263.4583251525082,52764.0864624125,10649.22093139406,9393.15297946622,1691.9565912916712,10800.0,2,2,3.410605131648481e-13
MAIN,2025-06-19,79511.64361818501,72122.05772910421,7389.585889080806,19576.39625204532,16749.619711970096,92.56762763767884,1128.3446166666672,49900.50068452225,623.2885483818536,50523.789232904106,9393.15297946622,8401.221037451347,1539.2259451449393,10800.0,2,1,1.3500311979441906e-13
MAIN,2025-06-20,36017.11956390814,34198.66304640169,1818.456517506458,15355.198744870264,13126.062184905852,1.1368683772161605e-13,9568.94563643728,21492.18194666256,7.075300345604773e-13,21492.18194666256,8401.221037451347,7636.386369050307,2403.030312028474,10800.0,0,0,1.1368683772161605e-13
MAIN,2025-06-21,38014.026993471816,36040.14802630728,1973.8789671645336,19662.94942840564,13811.61446080062,0.0,10854.072658702264,21762.930769458275,0.0,21762.930769458275,7636.386369050307,9986.802564836917,1705.3079478320376,10800.0,0,0,0.0
MAIN,2025-06-22,75611.65149962198,70826.94144126227,4784.710058359706,19304.372832525696,16440.023486128026,22.131871802062545,527.3828666666666,47107.35137548964,148.96489742022248,47256.316272909855,9986.802564836917,9094.045351745564,1437.173232164439,10800.0,3,2,7.200906537718765e-13
MAIN,2025-06-23,77268.56849805938,71606.24191510872,5662.326582950633,21639.66368381687,17546.584435374803,4.547473508864641e-13,451.87666666666667,47919.26554911226,2.195747583755292e-12,47919.26554911228,9094.045351745564,9073.53773898652,1561.961186764562,10800.0,0,0,4.547473508864641e-13
MAIN,2025-06-24,78632.16405092091,77328.12996327835,1304.0340876425555,22280.19426216628,18223.889016959874,2996.967531928049,0.0,49142.44096844531,15526.245795483372,64668.68676392869,9073.53773898652,8876.947000536313,1200.0,10800.0,12,2,1.5365486660812169e-12
MAIN,2025-06-25,83151.93750859183,74704.84979119638,8447.087717395436,20052.56393430259,16151.34362954229,13.078796897252689,379.2869166666668,52073.91806433365,88.05953950920106,52161.97760384284,8876.947000536313,8978.317175250537,1501.1297967526243,10800.0,1,1,3.410605131648481e-13
MAIN,2025-06-26,74492.81098328577,66688.30750717377,7804.503476112002,15285.154398019144,16413.603346389646,40.952405366181125,310.3250275771069,47392.20515823725,276.23232756635576,47668.4374858036,8978.317175250537,4497.619081923719,1512.3492879839118,10800.0,2,2,2.557953848736361e-13
MAIN,2025-06-27,33959.55475396714,33273.787543362865,685.7672106042713,12976.920974403984,10538.48731318926,0.0,11063.70801548148,19572.311048244483,0.0,19572.311048244483,4497.619081923719,4467.41761089924,1748.4330518129564,10800.0,0,0,0.0
MAIN,2025-06-28,39820.444998694526,39035.3244571846,785.1205415099303,18571.467301381985,10753.07929885681,1.1368683772161605e-13,9440.010337992757,21784.229090931585,5.333617991709617e-13,21784.229090931585,4467.41761089924,9233.872294524346,1790.13703936408,10800.0,0,0,1.1368683772161605e-13
MAIN,2025-06-29,78303.86790100083,72883.18410452447,5420.683796476355,19699.13123390342,16083.71566271228,7.958078640513122e-13,0.0,48729.725051608686,2.4284929622808706e-12,48729.725051608686,9233.872294524346,9092.295224245998,1470.650847441466,10800.0,0,0,7.958078640513122e-13
MAIN,2025-06-30,78291.85384229227,73906.36154071777,4385.49230157451,20810.678220377307,16817.699899601495,61.65488005804021,97.35411666666688,48823.35817920185,415.2419009111312,49238.600080112985,9092.295224245998,9135.572400806132,1707.8815997098015,10800.0,2,2,6.465938895416913e-13
MAIN,2025-07-01,79647.15237795807,78209.606660043,1437.54571791507,21132.143752550328,18629.83537458707,3159.245751253593,0.0,49593.39643420739,18628.30515239349,68221.70158660087,9135.572400806132,7454.684695226912,1200.0,10800.0,24,3,9.379164112033322e-13
MAIN,2025-07-02,82376.15989804035,76438.105909045,5938.053988995355,20823.09905444067,16565.755934384353,1717.862844344644,993.8592666666672,51015.61188193634,11212.443886421122,62228.055768357466,7454.684695226912,7789.078361574227,1200.0,10800.0,16,2,7.176481631177012e-13
MAIN,2025-07-03,72226.95504839157,72139.3063040248,87.6487443667614,15545.272135026273,17543.436810815787,5622.947953519019,0.0,45934.62614279168,33544.89522235463,79479.52136514633,7789.078361574227,2287.1157155247715,1200.0,10192.86503340873,30,3,5.115907697472721e-13
MAIN,2025-07-04,38310.89049027154,37854.77583896642,456.1146513051259,13946.67736597927,11258.895611372074,3474.8629156407824,9760.989533333335,22197.315873259693,16088.935679201131,38286.25155246082,2287.1157155247715,2329.2413322704792,1200.0,10800.0,32,4,1.1368683772161605e-13
MAIN,2025-07-05,41420.19993087086,41420.19993087086,2.2026824808563106e-13,18968.476718663613,10502.5159838172,6199.530737308882,10363.689966666663,22151.30379958283,31557.826889394928,53709.13068897776,2329.2413322704792,7731.408174826397,1200.0,10800.0,40,3,1.4210854715202006e-13
MAIN,2025-07-06,74008.65501962116,73560.6982247739,447.9567948472452,19503.69655148306,16124.610721900674,9612.36915480847,0.0,45588.03318265725,60918.547353042486,106506.58053569972,7731.408174826397,7368.500935715962,1200.0,9797.096672293004,29,4,7.389644451905042e-13
MAIN,2025-07-07,81085.82232475458,76516.40196108789,4569.420363666704,22202.35908773416,17456.893241675927,1872.503162812854,233.95651117584032,50293.04073632496,11248.26886324348,61541.30959956844,7368.500935715962,7954.076068370113,1200.0,10800.0,20,4,3.1263880373444413e-13
MAIN,2025-07-08,91486.93847404532,83036.91476075852,8450.0237132868,22307.796071390017,16415.864108636455,25.764509457575212,1599.3602907958666,57954.55926245405,173.47244217785268,58128.0317046319,7954.076068370113,9791.243523025068,1844.0818087286143,10800.0,1,1,4.973799150320701e-13
MAIN,2025-07-09,97346.66875689173,80018.6480095222,17328.02074736949,17880.03507146371,13574.94757860816,2.842170943040401e-13,1654.8355,62948.67724322311,1.1536940291989594e-12,62948.67724322311,9791.243523025068,10800.0,2954.4448756205625,10800.0,0,0,2.842170943040401e-13
MAIN,2025-07-10,90971.5397597254,74219.31397782131,16752.225781904082,12681.503617239094,13846.474106436362,2.273736754432321e-13,2530.661083685241,60404.88359679394,1.2096847967768553e-12,60404.88359679394,10800.0,6828.382026141447,2527.8927583880445,10800.0,0,0,2.273736754432321e-13
MAIN,2025-07-11,52540.272838427554,47936.0294495149,4604.243388912648,13832.51248474063,10709.492196211037,2.273736754432321e-13,12294.23201098531,33015.83388531006,7.169944638008019e-13,33015.83388531006,6828.382026141447,7378.207488840193,3014.646973725209,10800.0,0,0,2.273736754432321e-13
MAIN,2025-07-12,52395.877129363005,49673.65274694716,2722.224382415845,17787.538018029372,11762.589501062306,1.1368683772161605e-13,12564.46089664676,31214.66262664964,2.463025339238812e-13,31214.66262664964,7378.207488840193,10317.44781499739,2114.1761481481467,10800.0,0,0,1.1368683772161605e-13
MAIN,2025-07-13,93331.75158202418,77391.01050753058,15940.741074493611,16769.900314857052,13507.047282988511,2.7459451717941192,4863.183020833826,60141.70319657317,18.45961641738534,60160.16281299056,10317.44781499739,10402.52778393706,2233.2754633461027,10800.0,1,1,2.273736754432321e-13
MAIN,2025-07-14,95589.0161432976,77987.8964564369,17601.1196868607,15929.352474793164,12545.050510125817,2.273736754432321e-13,2795.91527510288,61634.41054219323,1.225828327733325e-12,61634.41054219323,10402.52778393706,10800.0,2527.9434806165177,10800.0,0,0,2.273736754432321e-13
MAIN,2025-07-15,89403.77588597994,76423.04958063277,12980.726305347174,16009.56349455845,12967.746430592344,3.410605131648481e-13,632.1819333333333,57828.05861786973,1.4738645859324606e-12,57828.05861786973,10800.0,10800.0,2597.35489782255,10800.0,0,0,3.410605131648481e-13
MAIN,2025-07-16,85129.07848644078,76075.31664581006,9053.761840630708,17742.97804058978,15166.742444292417,3.951073299059885,1368.4687394784237,54135.26645953413,26.69542674509777,54161.96188627924,10800.0,9916.74418731701,1857.470482377273,10800.0,1,1,1.1368683772161605e-13
MAIN,2025-07-17,77317.47511353326,72181.85010925644,5135.625004276828,15705.50996550235,17508.286850119945,14.251476530165917,1278.4624037375384,49890.15213934808,96.29010117606502,49986.44224052415,9916.74418731701,4598.051100580298,1566.2036545940282,10800.0,1,1,5.115907697472721e-13
MAIN,2025-07-18,44410.292786545695,42904.24872055017,1506.0440659955289,13239.582238554736,10527.009596548714,2.415845301584341e-13,8917.427978544145,26732.715079682817,6.577849376299128e-13,26732.715079682817,4598.051100580298,4816.997785780989,1743.6244240826024,10800.0,0,0,2.415845301584341e-13
MAIN,2025-07-19,48657.25568792781,47503.12648598736,1154.1292019404646,18307.7791765412,10921.292033643436,8.526512829121202e-14,12933.820293089591,28286.630815906115,3.8149039482959777e-13,28286.630815906115,4816.997785780989,9159.23011839758,1617.6168897588557,10800.0,0,0,8.526512829121202e-14
MAIN,2025-07-20,85945.39920386535,77860.99889508692,8084.400308778434,19263.095726479307,14836.788864725726,5.684341886080803e-14,1344.7138166666664,54747.35147184833,2.0666846012318278e-13,54747.35147184833,9159.23011839758,10010.6953114226,2139.181206284444,10800.0,0,0,5.684341886080803e-14
MAIN,2025-07-21,86055.24728013016,78788.75905977203,7266.488220358145,19200.142807707227,15388.7466479352,2.842170943040401e-13,987.6135500000004,54848.798175265416,1.1583551895455457e-12,54848.798175265416,10010.6953114226,10192.216451764436,2210.5077574332463,10800.0,0,0,2.842170943040401e-13
MAIN,2025-07-22,87629.87404770224,77884.0051343469,9745.868913355338,18540.367002733277,15319.046174973751,13.28934366890934,880.8290335896235,56084.19693778253,89.58346567211768,56173.78040345466,10192.216451764436,9857.384337586884,1916.9734302180937,10800.0,1,1,5.684341886080803e-14
